HIP,X,Y,Z,Exo,Discorery,Multi,MaxPMass,StarMass,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y1
2848,27.729,4.401,-32.444,0,None,0,0,0,0.25,,0.05,,0.3,0.27,,0.24,0.15,,0.25,0.27,0.28,,0.27,0.33,
2894,34.925,5.645,40.453,0,None,0,0,0,-0.01,-1.51,-0.03,-0.12,-0.15,,-0.09,-0.08,0.02,0.14,0.01,-0.08,-0.02,-0.13,,-0.04,
2902,69.138,11.192,-31.92,0,None,0,0,0,0.22,,0.2,0.08,0.06,0.13,0.1,0.09,0.19,,0.14,0.13,0.17,0.11,,0.23,0.26
2909,58.76,9.531,-27.124,0,None,0,0,0,-0.17,-2.14,0.21,0.1,-0.2,0.01,-0.15,-0.05,-0.12,-0.02,-0.12,-0.26,-0.18,-0.46,-0.11,-0.2,-0.27
2926,102.381,16.729,46.218,0,None,0,0,0,0.36,-3.06,0.12,0.22,0.56,0.53,0.46,0.53,0.29,0.39,0.34,0.4,0.43,0.52,0.56,0.44,0.32
2937,81.274,13.347,-115.017,0,None,0,0,0,-0.06,-2.92,-0.33,-0.15,0.03,0.13,0.08,0.04,0.06,-0.02,0.01,-0.02,-0.02,-0.03,0,-0.09,0.04
2941,13.906,2.286,-6.502,0,None,0,0,0,-0.12,,0.12,,-0.1,-0.02,-0.02,-0.12,-0.06,-0.02,0.01,-0.18,-0.11,-0.25,-0.03,-0.12,-0.05
2945,329.356,54.203,-118.627,0,None,0,0,0,0.11,,-0.21,-0.12,-0.08,-0.12,-0.22,-0.2,0.09,,-0.03,-0.14,0.04,-0.09,,0.04,0.57
2981,30.129,5.035,33.228,0,None,0,0,0,-0.55,-0.6,-0.24,-0.29,-0.6,-0.38,-0.66,-0.47,-0.42,-0.54,-0.45,-0.6,-0.59,-0.84,-0.6,-0.58,
3006,3.85,0.649,41.892,0,None,0,0,0,-0.11,-0.81,-0.06,0.14,-0.17,-0.12,-0.15,-0.12,-0.06,0.02,-0.1,-0.08,-0.07,-0.22,-0.07,-0.05,0.04
3014,107.876,18.223,39.183,0,None,0,0,0,-0.36,-2.28,-0.09,0.09,-0.32,-0.24,-0.49,-0.19,-0.25,,-0.35,-0.35,,-0.66,-0.32,-0.39,
3022,37.645,6.382,35.605,0,None,0,0,0,-0.68,,,,-0.55,-0.33,-0.42,-0.46,-0.5,-0.35,-0.24,-0.26,-0.56,-0.92,-0.51,-0.61,
3028,40.071,6.805,-8.767,0,None,0,0,0,-0.3,,-0.13,-0.22,-0.23,-0.2,-0.21,-0.24,-0.13,-0.18,-0.09,-0.03,-0.23,-0.35,-0.23,-0.3,-0.17
3031,44.043,7.48,25.082,0,None,0,0,0,-0.62,-3.66,-0.54,-0.26,-0.58,-0.19,-0.29,-0.32,-0.4,-0.48,-0.39,-0.5,-0.61,-0.82,-0.46,-0.54,-0.7
3033,70.91,12.049,7.587,0,None,0,0,0,0.16,,0.06,-0.03,0.04,0.26,0.12,0.12,0.18,0.4,0.18,0.08,0.17,0.06,0.21,0.12,0.29
3092,28.235,4.893,17.124,0,None,0,0,0,0.16,-3.11,,0.01,0.58,0.43,0.66,0.29,0.33,0.1,0.2,0.48,0.26,0.29,0.29,0.24,0.03
3093,10.201,1.77,4.026,1,Radial Velocity,1,0.2,0.9,0.19,-3.58,0.29,0.02,0.2,0.19,0.32,0.18,0.17,0.33,0.21,0.21,0.19,0.15,0.37,0.22,0.06
3119,49.011,8.571,10.152,0,None,0,0,0,0.17,,0.19,0.19,0.05,0.16,0.01,0.12,0.21,0.32,0.16,0.09,0.15,0.03,0.3,0.14,0.21
3132,4.227,0.741,32.572,0,None,0,0,0,-0.29,-0.97,0.09,-0.01,-0.27,-0.04,-0.32,-0.14,-0.08,0.25,-0.2,-0.26,-0.06,-0.42,-0.24,-0.22,-0.36
3142,34.338,6.049,-23.484,0,None,0,0,0,-0.34,,,-0.37,-0.39,-0.25,-0.35,-0.34,-0.28,-0.2,-0.33,,-0.41,-0.64,-0.25,-0.42,-0.47
3143,,,,1,Radial Velocity,1,0.0409,0.53,,,,,,,,,,,,,,,,,
3169,63.75,11.358,-8.705,0,None,0,0,0,0.03,,0,0.08,-0.05,-0.02,-0.09,0,0.06,,0.05,0.05,0.03,-0.19,,-0.02,0.06
3170,12.635,2.252,-21.749,0,None,0,0,0,-0.24,-0.88,-0.15,-0.12,-0.24,-0.13,-0.25,-0.2,-0.14,-0.13,-0.18,-0.32,-0.24,-0.47,-0.23,-0.26,-0.37
3174,70.816,12.632,21.417,0,None,0,0,0,0.2,,0.26,0.06,0.29,0.37,0.29,0.2,0.18,0.31,0.18,0.14,0.21,0.2,0.26,0.22,0.19
3181,43.091,7.697,-22.57,0,None,0,0,0,-0.15,,-0.11,,-0.14,-0.09,-0.07,-0.13,-0.06,-0.11,-0.04,-0.1,-0.12,-0.35,-0.14,-0.17,
3182,55.139,9.856,-32.168,0,None,0,0,0,-0.25,,,0.07,-0.36,-0.04,-0.13,-0.14,-0.17,-0.02,-0.09,-0.17,-0.27,-0.54,-0.04,-0.25,-0.3
3203,25.819,4.645,-3.329,0,None,0,0,0,-0.02,-0.83,-0.08,-0.04,-0.15,-0.05,-0.12,-0.09,-0.01,-0.04,-0.04,-0.11,-0.04,-0.2,-0.09,-0.14,0.07
3231,79.859,14.484,66.806,0,None,0,0,0,-0.08,-2.56,-0.34,-0.36,0.04,0.05,0.05,0,0.01,-0.11,-0.09,-0.19,-0.06,-0.28,-0.1,-0.16,0
3236,32.418,5.891,5.428,0,None,0,0,0,0.14,,0.1,0.1,0.01,0.15,-0.02,0.1,0.19,0.28,0.12,0.11,0.12,-0.03,0.3,0.07,0.24
3245,50.944,9.287,-53.783,0,None,0,0,0,0.18,-2.73,-0.07,0.13,0.32,0.23,0.17,0.2,0.23,0.16,0.19,0.24,0.19,0.12,0.2,0.15,0.27
3249,32.963,6.021,-7.842,0,None,0,0,0,-0.45,,-0.69,,-0.04,-0.51,0,-0.49,-0.09,0.5,0.08,0.38,-0.3,-0.98,-0.27,-0.4,
3272,51.462,9.468,19.187,0,None,0,0,0,-0.39,-0.75,-0.21,-0.19,-0.37,-0.29,-0.38,-0.26,-0.3,,-0.32,-0.45,,-0.71,-0.41,-0.42,
3299,67.193,12.471,154.566,0,None,0,0,0,-0.11,-2.01,-0.27,-0.37,-0.02,,,-0.03,-0.13,-0.19,-0.2,-0.14,-0.25,-0.4,-0.14,-0.26,
3311,47.578,8.853,-2.584,0,None,0,0,0,0.09,,0.14,-0.06,0.07,0.12,0.07,0.05,0.1,0.14,0.1,0.06,0.09,0.04,0.11,0.08,0.19
3342,56.123,10.554,-17.136,0,None,0,0,0,0.06,-0.87,-0.02,,0,-0.02,-0.15,0.03,0.15,0.11,0.14,0.12,0.07,-0.16,-0.05,-0.01,
3391,32.373,6.177,-25.733,3,Radial Velocity,1,1.56,0.99,0.2,-2.75,0.21,-0.02,0.2,0.18,0.18,0.24,0.18,0.32,0.2,0.01,0.2,0.11,0.32,0.26,0.1
3418,17.241,3.316,11.773,0,None,0,0,0,0.02,-3.78,,,,0.24,,0.16,,,0.03,,,,,,
3419,27.58,5.31,-9.119,0,None,0,0,0,0.02,-2.9,-0.41,-0.12,0.42,0.11,0.27,0.1,0.12,-0.08,-0.04,-0.04,0.07,-0.06,0.02,0.01,-0.03
3455,65.228,12.735,-12.449,0,None,0,0,0,0.05,-3.07,-0.22,0.13,0.19,0.22,0.06,0.17,0.1,0.02,0.04,0.06,0.12,0,0.11,0.08,0.11
3479,30.019,5.896,-15.263,1,Radial Velocity,1,0.771,0.85,-0.22,,-0.19,-0.21,-0.26,-0.1,-0.17,-0.22,-0.21,-0.12,-0.14,-0.28,-0.24,-0.37,-0.17,-0.24,-0.24
3488,25.888,5.093,-77.364,0,None,0,0,0,0.28,,0.25,0.48,0.32,0.22,0.24,0.25,0.18,,0.28,0.27,0.3,,0.28,0.32,
3502,74.234,14.661,28.214,1,Radial Velocity,2,1.822,1.14,0.42,,0.4,0.15,0.43,0.38,0.42,0.39,0.35,0.52,0.41,0.36,0.38,0.43,0.56,0.44,0.26
3533,9.063,1.806,36.892,0,None,0,0,0,0.26,,0.3,0.22,0.29,0.29,0.25,0.27,0.28,0.41,0.24,0.24,0.28,0.18,0.29,0.35,0.24
3535,21.903,4.365,0.696,0,None,0,0,0,0.26,-3.68,0.32,-0.21,0.31,0.23,0.45,0.24,0.25,0.5,0.3,0.44,0.34,0.13,0.61,0.33,0.11
3540,39.916,7.973,0.18,0,None,0,0,0,0.08,,0.22,0.07,0.05,0.14,-0.04,0.06,0.15,0.16,0.09,0.09,0.12,-0.1,0.07,0.06,0.03
3550,54.344,10.896,14.193,0,None,0,0,0,-0.34,,,,-0.51,-0.37,-0.35,-0.43,-0.37,-0.31,-0.33,-0.35,-0.42,-0.6,-0.31,-0.45,
3559,31.122,6.258,-7.259,0,None,0,0,0,-0.18,-0.8,-0.12,-0.06,-0.24,-0.09,-0.2,-0.15,-0.1,-0.14,-0.1,-0.22,-0.21,-0.34,-0.19,-0.21,-0.24
3574,129.613,26.177,18.219,1,Radial Velocity,1,2.99,2.47,0.24,,-0.05,0.01,0.09,0.12,0.06,0.06,0.12,0.16,0.13,0.18,0.11,0.21,0.26,0.16,0.3
3578,24.343,4.919,-27.876,0,None,0,0,0,0.16,,0.18,0.49,0.18,0.1,0.09,0.14,0.07,,0.14,0.12,0.13,,0.13,0.21,
3579,17.854,3.609,-44.802,0,None,0,0,0,-0.34,,-0.25,,-0.2,-0.25,-0.22,-0.3,-0.25,-0.07,-0.12,0.08,-0.3,-0.54,-0.28,-0.33,
3583,9.957,2.015,-11.107,0,None,0,0,0,0,,0.07,-0.06,-0.17,0.04,-0.07,-0.07,-0.05,-0.02,0.01,-0.05,-0.07,-0.19,-0.05,-0.12,0.14
3610,84.286,17.236,-17.429,0,None,0,0,0,-0.19,-2.28,-0.19,-0.13,-0.21,-0.12,-0.21,-0.26,-0.11,-0.23,-0.2,-0.28,-0.19,-0.45,-0.22,-0.21,0.53
3620,161.835,33.257,99.082,0,None,0,0,0,0.1,,,,0.19,0.28,0.41,0.14,0.17,0.12,0.12,0.25,0.17,0.03,0.09,0.09,0.04
3645,31.755,6.558,-2.51,0,None,0,0,0,-0.08,,,,0.11,0.01,0.06,0.04,-0.18,0.21,0.19,0.33,0.09,-0.14,0.06,-0.01,
3675,81.556,16.973,17.667,0,None,0,0,0,0.05,-2.33,-0.16,-0.12,0.2,0.14,0.19,0.12,0.14,0.06,0.02,0.04,0.17,-0.01,0.12,0.07,0.15
3697,103.355,21.683,12.482,0,None,0,0,0,0.19,-2.41,,,0.3,0.25,0.31,0.26,0.29,0.14,0.13,0.06,0.19,0.13,0.2,0.17,0.35
3712,103.139,21.775,24.103,0,None,0,0,0,0,,0.01,-0.02,-0.1,-0.01,-0.11,0.01,0.02,,0.02,0.04,-0.02,-0.26,0,0,-0.06
3718,103.373,21.844,24.144,0,None,0,0,0,-0.06,,-0.03,-0.08,-0.12,-0.03,-0.11,-0.04,0,,-0.04,-0.03,-0.05,-0.2,-0.01,-0.01,-0.07
3730,57.744,12.251,22.571,0,None,0,0,0,0.22,,,,0.42,0.32,0.26,0.24,0.31,0.8,0.31,0.28,0.26,0.1,0.45,0.22,0.68
3734,78.575,16.686,-13.221,0,None,0,0,0,-0.03,,,0.02,-0.16,0.16,-0.1,-0.05,0.02,0.08,-0.02,-0.16,-0.1,-0.27,-0.05,-0.12,-0.01
3760,170.489,36.464,22.334,0,None,0,0,0,-0.15,-3.2,-0.15,-0.3,0,,,-0.03,-0.1,-0.18,-0.11,-0.04,-0.21,-0.34,-0.1,-0.19,
3765,7.235,1.55,0.684,0,None,0,0,0,-0.23,-3.73,-0.08,-0.13,-0.29,-0.09,-0.17,-0.2,-0.16,-0.07,-0.09,-0.15,-0.22,-0.35,-0.08,-0.24,-0.26
3786,82.954,17.891,11.3,0,None,0,0,0,-0.17,-4.23,-0.43,-0.54,0.11,0,0.2,0.12,-0.18,-0.33,-0.1,-0.02,0.06,-0.09,0.13,-0.08,0.24
3807,85.134,18.463,-92.434,0,None,0,0,0,0,-2.05,-0.32,-0.16,0.2,0.12,0.11,0.07,0.11,0.05,0.06,0.03,0.04,-0.1,0.02,-0.06,-0.06
3821,3.079,0.67,5.006,0,None,0,0,0,-0.21,-1.25,-0.08,-0.09,-0.26,-0.16,-0.28,-0.2,-0.19,-0.14,-0.18,-0.26,-0.26,-0.39,-0.24,-0.24,-0.22
3834,48.979,10.686,-22.463,2,Radial Velocity,2,1.986,1.39,0.08,-2.83,-0.11,-0.01,0.09,0.16,0.11,0.12,0.1,0.02,0.14,0.11,0.07,0.06,0.11,0.08,0.17
3850,16.928,3.71,-7.432,0,None,0,0,0,-0.18,,-0.08,-0.16,-0.35,-0.22,-0.34,-0.2,-0.19,,-0.2,-0.24,-0.24,-0.45,,-0.26,-0.14
3869,,,,1,Radial Velocity,1,13.9,1.05,,,,,,,,,,,,,,,,,
3876,7.038,1.553,20.296,0,None,0,0,0,0.11,-3.13,,-0.31,0.31,0.23,0.2,0.17,0.14,0.25,0.22,0.29,0.24,0.12,0.39,0.29,0.06
3879,15.145,3.344,-21.819,0,None,0,0,0,-0.15,,-0.39,,-0.06,-0.19,-0.11,-0.24,-0.02,0.38,0.13,0.4,-0.12,-0.49,-0.09,-0.19,
3909,15.269,3.394,-2.94,0,None,0,0,0,-0.04,-0.54,-0.06,-0.13,-0.17,-0.08,-0.18,-0.1,-0.02,0.25,-0.06,-0.1,-0.09,-0.2,-0.05,-0.12,0
3913,57.141,12.732,-35.64,0,None,0,0,0,0.03,,,,,0.17,,0.05,0.03,,0.08,,,,,0.12,
3975,194.173,44.03,-45.701,1,Radial Velocity,1,1.615,1.32,0.23,,-0.01,0.02,0.11,0.06,0.04,-0.04,0.16,,0.11,0.05,0.17,0.24,,0.25,0.41
3979,21.657,4.918,-1.958,0,None,0,0,0,-0.19,-2,-0.17,-0.16,-0.24,-0.12,-0.23,-0.17,-0.12,-0.13,-0.14,-0.18,-0.19,-0.39,-0.17,-0.23,-0.13
3998,20.397,4.649,7.097,0,None,0,0,0,0.16,-4.18,,-0.11,,-0.03,,0.22,,,0.15,,,,,,
4005,45.079,10.286,29.635,0,None,0,0,0,0.05,,0.02,0.17,-0.05,0.03,-0.07,0.02,0.11,,0.07,0.03,0.1,-0.12,,0,0.12
4041,8.11,1.866,41.368,0,None,0,0,0,-0.01,,-0.08,-0.09,-0.19,-0.06,-0.11,-0.05,0.06,,-0.04,0.04,-0.01,-0.16,,-0.04,0.09
4127,31.761,7.459,27.615,0,None,0,0,0,-0.1,-0.74,-0.02,0.07,-0.22,-0.13,-0.22,-0.03,-0.07,,-0.04,-0.19,-0.14,-0.44,-0.15,-0.16,0.05
4148,11.709,2.758,-7.045,0,None,0,0,0,-0.07,,-0.07,-0.12,-0.24,-0.09,-0.12,-0.07,-0.1,-0.01,0,-0.06,-0.11,-0.24,0,-0.1,-0.01
4151,8.868,2.091,16.521,0,None,0,0,0,0.1,-2.11,0,0.08,0.06,0.13,0.11,0.11,0.18,0.26,0.18,0.05,0.12,0.01,0.14,0.11,0.18
4185,90.02,21.392,70.789,0,None,0,0,0,0.15,-3.08,-0.12,-0.06,0.39,0.31,0.4,0.31,0.2,0.15,0.17,0.24,0.25,0.17,0.22,0.26,0.12
4257,120.329,29.051,-19.032,0,None,0,0,0,-0.49,-3.89,-0.6,-0.21,-0.56,-0.29,-0.38,-0.05,-0.4,-0.42,-0.47,-0.63,-0.53,-0.78,-0.42,-0.54,-0.64
4288,33.773,8.259,15.21,0,None,0,0,0,0.15,,,,0.44,0.45,0.28,0.34,0.24,0.29,0.19,0.27,0.23,0.29,0.31,0.23,-0.05
4290,26.496,6.482,12.202,0,None,0,0,0,-0.13,-1.1,-0.22,-0.23,-0.25,0,-0.18,-0.17,-0.02,0.11,-0.05,-0.19,-0.02,-0.22,-0.11,-0.12,0.05
4292,52.015,12.729,89.026,0,None,0,0,0,0,-2.91,-0.37,-0.19,0.22,0.12,0.19,0.31,0,-0.1,-0.01,-0.06,0.13,-0.06,-0.01,-0.01,-0.05
4293,23.191,5.675,-63.95,0,None,0,0,0,0,-3.28,,,0.15,-0.09,0.07,0.06,0,0.27,0.03,0.17,-0.02,0.32,0.08,-0.03,
4297,117.912,28.866,1.673,1,Radial Velocity,2,1.71,1.44,0.12,,0.04,0.08,0.08,0.11,0.22,0.13,0.11,0.08,0.13,0.05,0.05,0.26,0.12,0.13,0.18
4310,54.999,13.508,-17.284,0,None,0,0,0,0.49,,0.43,,0.56,0.49,0.6,0.5,0.39,0.8,0.58,0.92,0.44,0.47,0.84,0.52,
4311,34.661,8.513,-38.822,0,None,0,0,0,-0.27,-1.82,-0.21,-0.13,-0.06,-0.24,-0.4,-0.23,-0.19,-0.14,-0.19,-0.32,-0.32,-0.5,-0.23,-0.32,-0.21
4382,131.624,32.91,33.707,0,None,0,0,0,0.05,-2.98,-0.24,0.01,0.11,0.12,0.15,0.11,0.12,0.09,0.08,-0.05,0.07,-0.05,0.06,0.01,0.19
4393,24.25,6.079,32.57,0,None,0,0,0,0.25,,0.25,0.12,0.32,0.35,0.28,0.24,0.28,0.44,0.24,0.26,0.29,0.26,0.43,0.28,0.36
4395,20.098,5.044,-42.408,0,None,0,0,0,0.26,,,,0.22,,,0.18,,,0.23,,,,,0.23,
4422,28.693,7.242,49.605,0,None,0,0,0,-0.36,-2.81,-0.41,-0.18,-0.35,-0.14,-0.08,-0.16,-0.22,-0.22,-0.22,-0.38,-0.42,-0.5,-0.24,-0.34,-0.27
4423,61.669,15.568,20.617,0,None,0,0,0,0.26,,0.32,0.11,0.32,0.28,0.17,0.24,0.21,0.34,0.18,0.16,0.22,0.21,0.27,0.29,0.28
4457,65.298,16.633,46.945,0,None,0,0,0,-0.18,-1.79,0.17,0.28,-0.02,-0.05,-0.17,0.02,-0.04,0.54,0.06,-0.09,0.08,-0.25,0.31,-0.11,0.3
4504,125.42,32.263,4.735,0,None,0,0,0,-0.18,,,,-0.24,-0.12,-0.14,-0.12,-0.06,0.72,-0.06,0.1,-0.15,-0.37,0.19,-0.24,0.46
4552,46.835,12.164,32.578,2,Radial Velocity,1,1.681,1.53,0.1,-3.11,-0.11,-0.16,0.19,0.15,0.12,0.08,0.16,0.22,0.18,0.26,0.16,0.34,0.34,0.22,0.29
4587,92.541,24.248,-19.255,0,None,0,0,0,-0.19,-3.23,-0.36,-0.26,-0.15,0,-0.09,-0.08,-0.11,-0.25,-0.18,-0.28,-0.2,-0.35,-0.14,-0.22,-0.16
4617,5.415,1.432,46.299,0,None,0,0,0,-0.37,-0.85,,,-0.44,-0.21,-0.51,-0.35,-0.22,-0.18,-0.35,-0.42,-0.34,-0.62,-0.3,-0.37,-0.54
4624,466.154,123.574,6.555,0,None,0,0,0,-0.7,,,,-0.66,,,-0.43,-0.55,-0.68,-0.65,-0.68,-0.54,-0.58,-0.62,-0.54,-0.37
4628,284.509,75.468,-203.333,0,None,0,0,0,-0.43,,,,-0.22,-0.13,-0.34,-0.15,-0.18,,-0.27,,-0.4,,,-0.36,
4696,85.625,23.085,27.496,0,None,0,0,0,0.25,,-0.03,-0.03,0.11,0.14,0.15,0.04,0.23,,0.17,0.16,0.22,0.25,,0.28,0.33
4699,37.794,10.193,-9.47,0,None,0,0,0,-0.32,,-0.41,,-0.16,-0.05,0.04,-0.39,-0.11,0.1,0,0.2,-0.21,-0.52,-0.24,-0.37,
4715,243.223,65.801,93.168,1,Radial Velocity,1,7.63,1.93,-0.16,,,,-0.15,0.01,-0.02,-0.03,-0.19,-0.25,-0.07,-0.08,-0.41,-0.5,-0.14,-0.3,
4752,86.011,23.487,13.754,0,None,0,0,0,0.34,,0.41,0.18,0.35,0.28,0.28,0.31,0.31,,0.27,0.28,0.32,0.32,,0.4,0.27
4794,60.082,16.541,-49.065,0,None,0,0,0,-0.08,,,,-0.02,0.01,0.02,0.02,0.02,0.05,0.04,0.09,-0.04,-0.15,-0.03,-0.06,
4801,86.357,23.805,-26.136,0,None,0,0,0,0.25,-3.24,0.11,0.11,0.4,0.39,0.41,0.34,0.13,0.28,0.23,0.43,0.28,0.42,0.49,0.23,0.36
4804,145.056,39.996,19.29,0,None,0,0,0,-0.36,,-0.55,-0.36,-0.54,-0.39,-0.5,-0.54,-0.33,,-0.37,-0.46,-0.42,-0.65,,-0.37,-0.14
4806,133.793,36.925,23.839,0,None,0,0,0,0.06,,-0.14,-0.07,-0.17,-0.04,-0.09,-0.14,0.03,,-0.02,-0.06,0.02,0.01,,0.07,0.2
4825,84.879,23.537,3.886,0,None,0,0,0,0.17,,,,0.34,0.03,0.27,0.19,0.28,0.81,0.32,0.33,0.16,-0.02,0.39,0.13,1.02
4829,65.405,18.148,-104.53,0,None,0,0,0,0.06,-2.71,-0.31,-0.16,0.28,0.15,0.09,0.12,0.15,0.08,0.08,0.08,0.08,-0.01,0.05,0.02,0.07
4830,51.382,14.264,-62.782,0,None,0,0,0,0.16,,,-0.07,0.06,0.22,0.07,0.11,0.12,0.23,0.06,0.09,0.07,0.03,0.24,0.12,0.05
4845,,,,1,Radial Velocity,1,0.04531,0.62,,,,,,,,,,,,,,,,,
4872,,,,2,Radial Velocity,1,0.01771,0.52,,,,,,,,,,,,,,,,,
4882,30.574,8.584,-34.399,0,None,0,0,0,0.13,,0.05,-0.06,-0.03,0.05,0.02,0.1,0.06,,0.13,0.06,0.08,,0.01,0.12,
4890,49.567,13.937,-54.064,0,None,0,0,0,0.02,-2.27,-0.4,-0.29,0.18,0.12,0.1,0.09,0.12,0.05,0.03,0.03,0.05,-0.11,0.03,-0.03,-0.02
4892,45.013,12.659,-35.642,0,None,0,0,0,-0.25,,,-0.33,-0.4,-0.24,-0.3,-0.29,-0.24,-0.16,-0.3,,-0.33,-0.44,-0.15,-0.32,-0.36
4906,55.078,15.519,7.93,0,None,0,0,0,-0.27,-3.43,-0.42,-0.12,-0.16,-0.16,-0.11,-0.09,-0.15,-0.25,-0.23,-0.35,-0.24,-0.43,-0.17,-0.26,-0.24
4909,50.372,14.196,-9.097,0,None,0,0,0,0.06,-0.87,-0.03,-0.07,-0.11,0.03,-0.02,-0.02,0.08,0.06,0.01,-0.05,0.04,-0.09,0.02,-0.03,0.13
4914,105.219,29.696,-9.251,0,None,0,0,0,-0.28,,,,-0.14,-0.06,0.08,-0.1,-0.2,-0.18,-0.24,-0.21,-0.24,-0.38,-0.23,-0.31,-0.37
5016,31.86,9.177,45.978,0,None,0,0,0,-0.16,-2.36,-0.02,0.1,-0.2,-0.13,-0.3,-0.08,-0.12,-0.34,-0.16,-0.16,-0.18,-0.31,-0.2,-0.18,-0.15
5031,37.411,10.806,-1.609,0,None,0,0,0,-0.55,,-0.19,-0.3,-0.54,-0.34,-0.4,-0.46,-0.39,-0.42,-0.27,-0.3,-0.47,-0.66,-0.42,-0.56,-0.49
5054,31.354,9.09,-26.899,1,Radial Velocity,1,0.49,1.1,-0.5,-2.58,-0.12,-0.15,-0.45,-0.2,-0.32,-0.38,-0.35,-0.32,-0.27,-0.44,-0.6,-0.83,-0.35,-0.52,-0.3
5106,23.395,6.868,49.379,0,None,0,0,0,-0.22,-1.28,0.04,-0.09,-0.32,-0.32,-0.43,-0.19,-0.27,,-0.37,-0.45,,-0.57,-0.25,-0.33,
5110,25.198,7.404,7.229,0,None,0,0,0,-0.03,,0.05,,-0.12,-0.16,-0.11,-0.13,-0.16,0.12,0,0.15,-0.15,-0.34,-0.09,-0.08,
5114,15.858,4.662,-38.459,0,None,0,0,0,-0.63,,-0.41,,-0.33,-0.49,-0.37,-0.62,-0.42,-0.16,-0.23,-0.04,-0.46,-0.88,-0.48,-0.62,
5121,87.526,25.767,-16.054,0,None,0,0,0,0.05,-2.76,-0.17,-0.04,0.06,0.12,0.18,0.08,0.08,0.01,0.04,0.02,0.1,0,0.06,0.04,0.06
5134,58.588,17.275,2.642,0,None,0,0,0,-0.18,-1.53,-0.19,-0.12,-0.33,,-0.25,-0.22,-0.12,-0.09,-0.15,-0.26,-0.23,-0.35,,-0.23,
5158,45.819,13.58,-19.749,1,Radial Velocity,2,1.44,0.78,0.22,,0.14,,0.48,0.22,0.4,0.18,0.29,0.78,0.47,0.78,0.21,0.09,0.4,0.28,
5170,98.382,29.202,-45.675,0,None,0,0,0,0.06,-3.03,-0.16,-0.06,0.32,0.15,0.27,0.25,0.19,0.04,0.11,0.13,0.15,0.13,0.17,0.11,0.14
5176,50.681,15.063,12.452,0,None,0,0,0,0.18,-1.39,0.27,0.08,0.2,0.23,0.17,0.16,0.17,0.29,0.18,0.13,0.12,0.08,0.13,0.21,0.18
5189,78.2,23.323,-1.067,0,None,0,0,0,0.3,,0.3,0.24,0.31,0.21,0.22,0.27,0.29,,0.28,0.23,0.28,0.27,,0.33,0.24
5224,17.824,5.347,-22.971,0,None,0,0,0,-0.23,,-0.16,-0.24,-0.2,-0.16,-0.15,-0.22,-0.15,0,-0.03,0.19,-0.19,-0.35,-0.17,-0.24,-0.07
5227,82.514,24.762,-36.313,0,None,0,0,0,-0.23,,0,0.51,-0.31,-0.39,-0.31,-0.35,0.01,,-0.25,-0.31,-0.34,-0.35,,-0.33,-0.3
5264,68.324,20.642,-106.23,0,None,0,0,0,0.04,,,-0.12,-0.09,0.1,-0.03,0,0.04,0.12,-0.05,-0.08,-0.06,-0.11,0.06,-0.01,-0.05
5268,42.327,12.802,-82.386,0,None,0,0,0,0.02,-2.4,-0.26,-0.29,0.26,0.12,0.12,0.12,0.12,0.12,0.06,0.09,0.09,-0.05,0.05,-0.02,0.05
5280,23.977,7.277,-22.361,0,None,0,0,0,-0.05,-0.62,-0.03,-0.09,-0.06,-0.02,-0.12,-0.03,0.03,0.02,0,-0.11,-0.05,-0.24,-0.06,-0.07,0.04
5286,18.112,5.506,8.018,0,None,0,0,0,0.12,-3.78,,-0.07,0.43,0.1,0.15,0.11,0.2,0.74,0.26,0.72,0.14,0,0.32,0.22,
5296,44.174,13.457,-7.964,0,None,0,0,0,0.3,,,,0.21,,,0.17,,,0.51,,,,,0.03,
5301,48.377,14.747,-7.318,1,Radial Velocity,1,1.56,0.96,-0.03,-2.37,-0.02,-0.08,-0.09,-0.01,-0.07,-0.06,-0.02,0,-0.04,-0.11,-0.06,-0.16,-0.01,-0.05,-0.06
5311,72.959,22.292,-59.385,0,None,0,0,0,0.05,,-0.02,0.01,-0.04,0.05,-0.06,0.04,0.08,0.14,0.06,-0.02,0.04,-0.08,0.03,0.01,0.22
5335,28.823,8.841,12.167,0,None,0,0,0,-0.22,,-0.17,-0.12,-0.39,-0.14,-0.18,-0.17,-0.16,,-0.17,-0.14,-0.22,-0.44,,-0.23,-0.26
5364,33.251,10.26,-6.25,0,None,0,0,0,0.08,-2.11,-0.15,-0.1,0.41,0.33,0.38,0.34,0.28,0.11,0.19,0.24,0.28,0.14,0.2,0.24,0.23
5389,39.605,12.291,-24.847,0,None,0,0,0,-0.08,,-0.23,0.36,-0.17,-0.06,-0.1,-0.08,-0.13,,-0.06,-0.06,-0.06,,-0.11,-0.07,
5395,63.183,19.631,-60.419,0,None,0,0,0,0.36,,0.37,0.18,0.33,0.27,0.29,0.39,0.27,,0.36,0.32,0.31,,0.36,0.39,
5441,62.291,19.517,54.35,0,None,0,0,0,-0.6,-1.21,,-0.22,-0.6,-0.33,-0.79,-0.52,-0.59,-0.57,-0.64,,,-0.92,,-0.65,
5447,47.402,14.885,35.597,1,Radial Velocity,1,28.26,2.49,-0.12,,-0.06,-0.11,,,,-0.44,-0.2,,,,,,,,
