f_preferred_name,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,
HIP 32994 ,0.33 ,,0.29 ,0.26 ,0.28 ,0.32 ,0.31 ,0.29 ,0.26 ,0.38 ,0.27 ,0.26 ,0.30 ,0.27 ,0.28 ,0.29 ,0.33 ,103.1044961 ,-37.8506052 ,-13.907 ,59.742 ,-47.667 ,77.68 ,N/A ,G5V ,8.64 ,0.691 ,,,,5641.0 ,4.21 ,1.02 ,1.39 ,
HD 204612 ,-0.43 ,,-0.40 ,-0.22 ,-0.40 ,-0.24 ,-0.45 ,-0.35 ,-0.24 ,-0.21 ,-0.34 ,-0.30 ,-0.32 ,-0.62 ,-0.29 ,-0.35 ,,321.8246402 ,62.1010555 ,99.022 ,-77.854 ,237.912 ,269.20 ,N/A ,,,,,,,4524.7 ,,,19.54 ,
HIP 98532 ,-1.08 ,-1.05 ,-1.01 ,-0.55 ,-1.17 ,-0.70 ,-0.97 ,-0.78 ,-0.78 ,-0.95 ,-0.88 ,-1.07 ,-1.15 ,-1.56 ,-0.84 ,-1.12 ,-0.83 ,300.2510217 ,-12.2556538 ,31.091 ,-53.311 ,-13.406 ,63.15 ,thick ,F8/G2V ,7.72 ,0.571 ,71.30 ,-122.00 ,41.40 ,6109.0 ,4.82 ,1.00 ,1.76 ,
BD+28 02507 ,-0.08 ,-1.95 ,-0.09 ,-0.11 ,-0.33 ,-0.06 ,-0.15 ,-0.08 ,-0.02 ,0.12 ,-0.06 ,-0.01 ,-0.09 ,-0.30 ,0.04 ,-0.08 ,0.02 ,240.5493593 ,28.1695612 ,-69.219 ,-122.591 ,75.391 ,159.70 ,N/A ,,11.25 ,,,,,5754.0 ,4.61 ,1.00 ,0.93 ,
HD 186453B ,-0.36 ,,,,-0.26 ,-0.08 ,-0.30 ,-0.17 ,-0.09 ,0.15 ,-0.12 ,-0.07 ,-0.19 ,-0.30 ,-0.09 ,-0.14 ,-0.09 ,295.1448936 ,62.6648375 ,24.262 ,-51.689 ,110.462 ,124.35 ,N/A ,,,,,,,6305.0 ,,,,
HD 181566A ,-0.14 ,,,,-0.20 ,-0.11 ,-0.37 ,-0.18 ,-0.14 ,0.18 ,-0.13 ,-0.04 ,-0.06 ,-0.28 ,-0.05 ,-0.11 ,-0.09 ,289.2213378 ,63.2074012 ,11.647 ,-33.405 ,70.058 ,78.48 ,N/A ,,,,,,,6184.6 ,,,,
HIP 65790 ,-0.06 ,-1.98 ,-0.17 ,-0.02 ,-0.06 ,0.10 ,0.02 ,0.01 ,-0.01 ,-0.08 ,-0.07 ,-0.07 ,-0.04 ,-0.09 ,0.04 ,-0.05 ,-0.04 ,202.3041691 ,10.8183092 ,-81.370 ,-33.379 ,16.807 ,89.54 ,thin ,K0III ,5.65 ,1.052 ,-12.50 ,-29.80 ,-0.10 ,4807.0 ,2.77 ,,11.16 ,
HD 92222b ,0.20 ,,0.10 ,0.04 ,0.01 ,0.13 ,0.03 ,0.14 ,0.23 ,0.28 ,0.17 ,0.22 ,0.19 ,-0.01 ,0.06 ,0.18 ,0.30 ,159.8626859 ,31.7009581 ,-55.133 ,20.216 ,36.269 ,69.02 ,N/A ,,9.30 ,,,,,5690.0 ,4.65 ,1.01 ,0.89 ,
HIP 98565 ,-0.45 ,,,-0.31 ,-0.50 ,-0.30 ,-0.45 ,-0.41 ,-0.38 ,0.18 ,-0.40 ,-0.22 ,-0.44 ,-0.64 ,-0.14 ,-0.52 ,-0.42 ,300.3162287 ,5.6482490 ,45.244 ,-77.376 ,8.865 ,90.07 ,thin ,F6IVm-2 ,7.45 ,0.438 ,31.10 ,11.30 ,0.60 ,6500.0 ,3.87 ,1.27 ,2.17 ,
HIP 98571 ,-0.24 ,,-0.42 ,-0.20 ,-0.14 ,-0.06 ,-0.22 ,-0.11 ,-0.10 ,-0.01 ,-0.17 ,-0.09 ,-0.10 ,-0.36 ,-0.12 ,-0.14 ,,300.3398474 ,50.1046933 ,44.661 ,-76.306 ,105.761 ,137.85 ,thin ,G8III ,5.05 ,1.122 ,-8.20 ,1.40 ,-6.70 ,4700.0 ,2.50 ,,21.23 ,
2MASS 18461678+4723553 ,-0.01 ,,-0.04 ,-0.02 ,-0.20 ,-0.07 ,-0.28 ,-0.10 ,0.03 ,,-0.02 ,-0.10 ,-0.03 ,-0.25 ,,-0.07 ,0.05 ,281.5699608 ,47.3986808 ,117.871 ,-575.757 ,639.088 ,868.23 ,N/A ,,,,,,,6094.0 ,4.20 ,1.19 ,1.30 ,
HIP 33037 ,-0.20 ,,-0.03 ,0.11 ,-0.16 ,-0.05 ,0.00 ,-0.14 ,-0.06 ,0.23 ,0.04 ,0.39 ,-0.13 ,-0.34 ,-0.07 ,-0.20 ,-0.20 ,103.2484980 ,-23.1077003 ,-6.425 ,27.291 ,-11.963 ,30.48 ,thin ,K3V ,9.03 ,0.976 ,-36.70 ,-56.50 ,22.80 ,4870.0 ,4.39 ,0.79 ,0.74 ,
HIP 65808 ,0.26 ,-2.79 ,0.25 ,0.14 ,0.25 ,0.27 ,0.26 ,0.22 ,0.23 ,0.30 ,0.26 ,0.19 ,0.25 ,0.24 ,0.30 ,0.27 ,0.17 ,202.3379705 ,-35.5709967 ,-24.222 ,-9.953 ,-18.728 ,32.19 ,thin ,G7IV-V ,7.25 ,0.724 ,-33.60 ,-12.50 ,-13.10 ,5760.0 ,4.56 ,1.08 ,1.14 ,
HIP 98583 ,-0.90 ,,,,-0.73 ,-0.51 ,-0.65 ,-0.62 ,-0.57 ,-0.49 ,-0.60 ,-0.66 ,-0.75 ,-1.20 ,-0.60 ,-0.78 ,,300.3689348 ,64.8209763 ,42.945 ,-73.289 ,180.689 ,199.66 ,thin ,M1III ,5.22 ,1.598 ,11.30 ,-29.80 ,-21.60 ,3952.0 ,,,68.46 ,
HD 15306 ,-0.30 ,,,,,,,-0.13 ,-0.45 ,,-0.05 ,,,,,-0.34 ,0.58 ,36.9633577 ,-0.7895017 ,152.111 ,114.471 ,-2.623 ,190.39 ,N/A ,,8.92 ,,,,,6750.0 ,4.05 ,1.50 ,2.00 ,
HIP 98589 ,0.21 ,-1.19 ,0.19 ,0.06 ,0.21 ,0.21 ,0.18 ,0.18 ,0.24 ,0.27 ,0.22 ,0.21 ,0.22 ,0.12 ,0.24 ,0.22 ,0.25 ,300.3866674 ,-16.8689980 ,16.517 ,-28.167 ,-9.901 ,34.12 ,thin ,G2-V ,7.33 ,0.654 ,-31.90 ,-16.90 ,-13.00 ,5884.0 ,4.34 ,1.06 ,1.05 ,
HIP 65828 ,-0.33 ,,-0.48 ,-0.31 ,-0.27 ,-0.20 ,-0.30 ,-0.23 ,-0.18 ,-0.09 ,-0.26 ,-0.18 ,-0.20 ,-0.51 ,-0.20 ,-0.25 ,,202.4151946 ,74.8806895 ,-84.991 ,-35.057 ,340.279 ,352.48 ,N/A ,K0 ,7.54 ,1.210 ,,,,4660.0 ,,,19.98 ,
HIP 33061 ,0.48 ,,0.32 ,,,0.40 ,0.46 ,0.45 ,0.42 ,,0.49 ,0.51 ,0.49 ,,,,,103.3035404 ,-44.9286125 ,-15.323 ,64.804 ,-66.425 ,94.06 ,N/A ,G6III ,8.90 ,0.794 ,,,,5546.8 ,3.98 ,0.96 ,1.66 ,
HIP 98597 ,0.00 ,,0.03 ,,-0.08 ,0.05 ,-0.12 ,0.01 ,0.00 ,,-0.02 ,-0.03 ,-0.02 ,-0.15 ,0.00 ,0.01 ,,300.4040733 ,-1.6712617 ,50.522 ,-86.099 ,-2.913 ,99.87 ,N/A ,G2V ,8.86 ,0.567 ,,,,5978.9 ,4.21 ,1.15 ,1.40 ,
HIP 98599 ,0.35 ,,0.28 ,0.36 ,0.35 ,0.34 ,0.28 ,0.35 ,0.40 ,0.57 ,0.43 ,0.30 ,0.38 ,0.29 ,0.39 ,0.33 ,0.61 ,300.4091045 ,-22.1108693 ,35.567 ,-60.600 ,-28.548 ,75.84 ,thin ,F7V ,8.09 ,0.556 ,-8.60 ,-19.10 ,4.10 ,6397.0 ,4.38 ,1.22 ,1.39 ,
HIP 98602 ,-0.15 ,,-0.26 ,-0.14 ,-0.03 ,0.01 ,-0.09 ,-0.07 ,0.02 ,0.11 ,-0.04 ,0.04 ,0.02 ,-0.19 ,-0.02 ,-0.02 ,,300.4175658 ,62.1531177 ,55.898 ,-95.210 ,208.989 ,236.36 ,thin ,K0 ,7.74 ,0.998 ,-0.30 ,2.90 ,-15.90 ,4973.3 ,,,9.37 ,
2MASS 19365254+4928452 ,-0.12 ,,-0.09 ,-0.03 ,-0.26 ,-0.13 ,-0.22 ,-0.16 ,-0.07 ,,-0.11 ,-0.15 ,-0.13 ,-0.36 ,,-0.13 ,-0.16 ,294.2188981 ,49.4792368 ,227.770 ,-506.365 ,649.619 ,854.57 ,N/A ,,,,,,,5876.0 ,4.33 ,1.10 ,1.57 ,
HIP 33072 ,0.13 ,-0.38 ,0.15 ,0.08 ,0.13 ,0.07 ,0.02 ,0.13 ,0.19 ,0.23 ,0.18 ,0.12 ,0.14 ,0.00 ,0.11 ,0.12 ,,103.3184956 ,-74.7251878 ,-3.357 ,14.179 ,-53.354 ,55.31 ,thin ,F8V+A/F ,7.65 ,0.525 ,-44.00 ,-13.80 ,-8.10 ,6362.0 ,4.55 ,1.25 ,1.23 ,
HIP 305 ,0.22 ,,0.22 ,0.32 ,0.12 ,0.26 ,0.24 ,0.24 ,0.20 ,0.34 ,0.22 ,0.18 ,0.20 ,0.07 ,0.30 ,0.25 ,0.03 ,0.9723797 ,-28.3938076 ,41.716 ,0.708 ,-22.553 ,47.43 ,thin ,G5IV ,7.64 ,0.741 ,-21.10 ,-15.70 ,17.40 ,5637.0 ,4.03 ,0.99 ,1.59 ,
HIP 98614 ,0.49 ,,-0.37 ,0.11 ,1.13 ,0.02 ,0.10 ,0.24 ,-0.17 ,,,0.89 ,,0.30 ,0.61 ,0.74 ,,300.4446487 ,45.4766233 ,40.320 ,-68.601 ,80.907 ,113.48 ,thin ,kA2mF2 ,7.53 ,0.313 ,-18.70 ,-12.40 ,-12.50 ,7300.0 ,3.80 ,1.65 ,1.93 ,
2MASS 19155893+4730153 ,-0.08 ,,-0.22 ,-0.48 ,-0.37 ,-0.10 ,-0.26 ,-0.12 ,-0.04 ,,-0.11 ,-0.07 ,-0.08 ,-0.30 ,,-0.13 ,-0.06 ,288.9955863 ,47.5042498 ,72.570 ,-210.812 ,243.348 ,330.04 ,N/A ,,,,,,,5619.6 ,4.54 ,0.96 ,0.87 ,
HIP 98621 ,-0.08 ,,-0.09 ,-0.09 ,-0.08 ,0.00 ,-0.03 ,-0.07 ,-0.04 ,-0.02 ,0.01 ,-0.06 ,-0.08 ,-0.22 ,-0.04 ,-0.09 ,0.12 ,300.4668721 ,-69.1879423 ,7.332 ,-12.464 ,-38.045 ,40.70 ,thin ,G4V ,8.11 ,0.674 ,-53.90 ,1.70 ,-15.40 ,5730.0 ,4.47 ,1.00 ,0.97 ,
HIP 33086 ,0.17 ,,-0.14 ,-0.14 ,-0.05 ,0.04 ,-0.02 ,-0.11 ,0.14 ,,0.07 ,0.03 ,0.13 ,0.13 ,,0.16 ,0.36 ,103.3592258 ,21.7182200 ,-42.169 ,177.568 ,72.696 ,196.45 ,thin ,K0 ,8.28 ,0.980 ,-80.70 ,-36.00 ,-7.80 ,4898.0 ,3.13 ,,6.17 ,
HIP 65855 ,-0.57 ,,,,,-0.31 ,-0.52 ,-0.49 ,-0.48 ,,-0.62 ,-0.84 ,-0.61 ,,,-0.58 ,-0.73 ,202.4901658 ,6.0135297 ,-117.940 ,-48.829 ,13.447 ,128.35 ,thin ,K0 ,6.50 ,0.956 ,-35.60 ,29.40 ,-2.30 ,4866.0 ,2.52 ,,9.21 ,
HIP 33094 ,0.06 ,-2.66 ,0.22 ,0.16 ,0.10 ,0.23 ,0.18 ,0.12 ,0.14 ,0.22 ,0.19 ,0.07 ,0.04 ,-0.04 ,0.19 ,0.10 ,0.02 ,103.3914272 ,-28.5397944 ,-5.242 ,22.016 ,-12.308 ,25.76 ,thick ,G5V ,6.04 ,0.708 ,17.10 ,-95.20 ,-6.30 ,5629.0 ,4.11 ,1.00 ,1.59 ,
HD 182817 ,-0.08 ,,-0.15 ,,-0.29 ,-0.13 ,-0.25 ,-0.10 ,0.00 ,,-0.07 ,0.01 ,-0.09 ,-0.43 ,-0.15 ,-0.14 ,,291.8730558 ,-26.2074244 ,29.528 ,-73.552 ,-39.012 ,88.34 ,N/A ,,,,,,,5989.5 ,4.39 ,1.12 ,1.12 ,
HIP 33109 ,0.02 ,,0.08 ,0.04 ,-0.06 ,0.01 ,-0.15 ,0.00 ,0.05 ,,0.03 ,0.00 ,0.03 ,-0.13 ,,0.00 ,0.07 ,103.4367780 ,-9.5154648 ,-8.895 ,37.231 ,-6.416 ,38.81 ,thin ,F8.5V ,7.05 ,0.566 ,3.60 ,1.20 ,-12.20 ,6118.0 ,4.30 ,1.14 ,1.25 ,
HIP 98647 ,-0.20 ,,-0.29 ,-0.03 ,-0.11 ,-0.07 ,-0.21 ,-0.16 ,-0.05 ,0.01 ,-0.13 ,-0.05 ,-0.08 ,-0.31 ,-0.13 ,-0.11 ,,300.5550736 ,64.6588312 ,47.253 ,-80.043 ,196.273 ,217.17 ,thin ,G5 ,7.95 ,0.982 ,3.30 ,-6.00 ,13.40 ,4935.6 ,,,9.08 ,
HIP 343 ,0.18 ,-3.02 ,0.00 ,0.08 ,0.34 ,0.36 ,0.38 ,0.34 ,0.12 ,0.22 ,0.19 ,0.12 ,0.25 ,0.24 ,0.36 ,0.25 ,0.16 ,1.0824617 ,-16.5290366 ,97.480 ,1.842 ,-28.934 ,101.70 ,thin ,K0III ,5.77 ,1.084 ,-5.40 ,-25.10 ,-33.80 ,4818.0 ,2.73 ,,11.37 ,
HIP 65882 ,0.10 ,,0.07 ,0.30 ,-0.10 ,0.02 ,-0.15 ,0.08 ,0.13 ,,0.07 ,0.02 ,0.08 ,-0.24 ,,0.04 ,0.10 ,202.5702644 ,28.5679241 ,-86.192 ,-35.826 ,50.824 ,106.28 ,thin ,F7V ,8.77 ,0.494 ,-6.10 ,-6.40 ,-5.40 ,6376.0 ,4.15 ,1.19 ,1.51 ,
2MASS 07112902-4611555 ,-0.82 ,,-0.55 ,,-0.52 ,-0.32 ,-0.48 ,-0.45 ,-0.41 ,-0.01 ,-0.09 ,-0.29 ,-0.47 ,-0.92 ,0.08 ,-0.41 ,,107.8710108 ,-46.1987812 ,-21.902 ,67.928 ,-74.423 ,103.11 ,N/A ,,10.74 ,,,,,5378.0 ,4.49 ,0.91 ,0.90 ,
HIP 348 ,-0.12 ,-2.33 ,-0.04 ,-0.11 ,-0.22 ,,-0.11 ,-0.16 ,-0.07 ,-0.02 ,-0.10 ,-0.16 ,-0.15 ,-0.28 ,,-0.13 ,,1.0895923 ,12.9572938 ,56.363 ,1.072 ,12.971 ,57.85 ,thin ,G5 ,8.60 ,0.640 ,-90.70 ,-11.10 ,-12.30 ,5777.0 ,4.41 ,1.03 ,1.02 ,
HIP 98658 ,-0.26 ,,-0.26 ,-0.13 ,-0.17 ,-0.14 ,-0.24 ,-0.20 ,-0.09 ,-0.02 ,-0.15 ,-0.07 ,-0.11 ,-0.37 ,-0.13 ,-0.15 ,,300.5842378 ,64.6344201 ,25.061 ,-42.402 ,103.890 ,114.97 ,thin ,G7III ,6.27 ,0.927 ,-18.50 ,23.70 ,-9.60 ,5095.3 ,,,8.40 ,
2MASS 19253173+3807388 ,-0.20 ,,-0.18 ,-0.22 ,-0.32 ,-0.19 ,-0.22 ,-0.21 ,-0.12 ,,-0.19 ,-0.08 ,-0.18 ,-0.50 ,,-0.23 ,-0.18 ,291.3822323 ,38.1274714 ,131.271 ,-335.270 ,282.596 ,457.71 ,N/A ,,,,,,,5994.0 ,4.35 ,1.16 ,1.40 ,
HIP 98666 ,-0.21 ,,-0.41 ,-0.15 ,-0.22 ,-0.10 ,-0.21 ,-0.10 ,-0.06 ,-0.01 ,-0.14 ,-0.10 ,-0.13 ,,-0.07 ,-0.08 ,,300.6105825 ,79.6810097 ,24.552 ,-41.497 ,264.816 ,269.17 ,thin ,K0 ,6.70 ,0.911 ,3.00 ,4.90 ,-12.10 ,5231.8 ,,,16.23 ,
2MASS 13503740-0648145 ,0.15 ,,,,0.24 ,0.10 ,0.22 ,0.16 ,0.22 ,,0.28 ,0.33 ,0.22 ,,0.33 ,0.18 ,,207.6558751 ,-6.8040060 ,-154.439 ,-80.931 ,-20.803 ,175.60 ,N/A ,,,,,,,4636.2 ,4.52 ,0.70 ,0.76 ,
HIP 33139 ,0.41 ,,,,0.41 ,0.24 ,0.31 ,0.36 ,0.14 ,,0.23 ,,0.20 ,,,0.26 ,,103.5094078 ,-50.6115996 ,-8.169 ,34.001 ,-42.589 ,55.11 ,thin ,K0/1III ,6.26 ,0.988 ,-64.60 ,-32.30 ,-10.90 ,5060.0 ,3.36 ,,4.21 ,
2MASS 19152330+4701224 ,0.14 ,,0.06 ,0.14 ,-0.09 ,0.02 ,-0.13 ,0.04 ,0.19 ,,0.13 ,0.02 ,0.12 ,-0.11 ,,0.09 ,0.26 ,288.8470600 ,47.0228942 ,128.675 ,-376.965 ,427.489 ,584.30 ,N/A ,,,,,,,6142.0 ,4.02 ,1.22 ,1.57 ,
HIP 98677 ,-0.33 ,-2.03 ,-0.21 ,-0.21 ,-0.40 ,-0.25 ,-0.24 ,-0.26 ,-0.25 ,-0.32 ,-0.21 ,-0.29 ,-0.39 ,-0.66 ,-0.28 ,-0.34 ,-0.30 ,300.6423138 ,15.5920745 ,9.435 ,-15.928 ,5.166 ,19.22 ,thin ,K0VFe-0.9 ,7.12 ,0.714 ,53.30 ,-15.00 ,-17.30 ,5414.0 ,4.60 ,0.93 ,0.80 ,
HIP 379 ,0.01 ,-3.07 ,-0.17 ,-0.06 ,0.09 ,0.16 ,0.14 ,0.10 ,-0.04 ,0.05 ,-0.04 ,-0.09 ,0.01 ,-0.01 ,0.13 ,-0.01 ,-0.08 ,1.1749221 ,67.1664451 ,37.387 ,0.767 ,88.813 ,96.36 ,thin ,K1III ,5.68 ,1.051 ,-24.30 ,-46.00 ,0.10 ,4815.0 ,2.65 ,,11.00 ,
HIP 65920 ,-0.45 ,,,,,-0.19 ,-0.37 ,-0.26 ,-0.44 ,,-0.48 ,-0.70 ,-0.51 ,,,-0.48 ,-0.57 ,202.7142814 ,-3.0498293 ,-135.333 ,-56.651 ,-7.817 ,146.92 ,N/A ,K0III ,6.91 ,1.030 ,,,,4793.0 ,2.70 ,,9.71 ,
HIP 33160 ,-0.37 ,-4.14 ,-0.49 ,-0.45 ,-0.12 ,-0.16 ,0.01 ,-0.16 ,-0.27 ,-0.34 ,-0.13 ,-0.04 ,-0.26 ,-0.56 ,-0.22 ,-0.40 ,-0.48 ,103.5474953 ,-12.0386281 ,-17.263 ,71.642 ,-15.716 ,75.35 ,thick ,K3/4III ,4.08 ,1.418 ,-78.80 ,-50.30 ,-57.40 ,4145.0 ,1.67 ,,30.81 ,
HIP 98698 ,0.20 ,-3.78 ,,-0.04 ,0.45 ,0.11 ,0.24 ,0.24 ,0.32 ,0.19 ,0.30 ,,0.21 ,0.12 ,0.33 ,0.18 ,-0.09 ,300.6960237 ,3.3261850 ,6.478 ,-10.912 ,0.738 ,12.71 ,thin ,K4V(k) ,7.46 ,1.128 ,-22.30 ,-16.60 ,15.60 ,4724.0 ,4.50 ,0.77 ,0.79 ,
HIP 394 ,-0.44 ,-1.30 ,-0.25 ,-0.12 ,-0.46 ,-0.25 ,-0.38 ,-0.32 ,-0.32 ,-0.14 ,-0.37 ,-0.48 ,-0.44 ,-0.70 ,-0.42 ,-0.46 ,-0.42 ,1.2238528 ,34.6596670 ,29.050 ,0.621 ,20.089 ,35.33 ,thick ,G2V ,6.11 ,0.632 ,-130.00 ,-53.90 ,-12.20 ,5557.0 ,3.71 ,,,
HIP 98702 ,-0.11 ,-2.46 ,0.01 ,0.08 ,-0.29 ,0.00 ,-0.15 ,-0.02 ,-0.14 ,0.03 ,-0.16 ,-0.08 ,-0.17 ,-0.31 ,-0.01 ,-0.02 ,-0.18 ,300.7044619 ,67.8735641 ,22.727 ,-38.269 ,109.467 ,118.17 ,thin ,K3III ,4.50 ,1.313 ,-28.40 ,-16.10 ,0.70 ,4370.0 ,1.90 ,,30.72 ,
HIP 65936 ,-0.30 ,,,,,-0.36 ,-0.11 ,-0.13 ,-0.05 ,-0.28 ,-0.30 ,-0.43 ,-0.31 ,-0.33 ,-0.30 ,-0.34 ,-0.12 ,202.7610750 ,-39.4073080 ,-193.610 ,-81.231 ,-172.508 ,271.74 ,thin ,G8II/III ,3.88 ,1.186 ,-13.50 ,-15.00 ,-11.90 ,4683.0 ,,,,
HIP 400 ,-0.37 ,,,-0.02 ,-0.31 ,,,-0.23 ,,,-0.22 ,,,,,-0.40 ,,1.2346726 ,23.2696294 ,24.195 ,0.521 ,10.407 ,26.34 ,thin ,G9V ,7.82 ,0.755 ,-43.20 ,-16.60 ,-14.00 ,5352.0 ,4.56 ,0.91 ,0.83 ,
HIP 407 ,0.16 ,,-0.01 ,0.12 ,0.06 ,0.12 ,0.05 ,0.14 ,0.11 ,0.15 ,0.08 ,0.08 ,0.14 ,0.06 ,0.15 ,0.15 ,0.13 ,1.2446535 ,-70.2124420 ,14.980 ,0.325 ,-41.647 ,44.26 ,thin ,G5V ,8.12 ,0.710 ,0.40 ,-25.70 ,2.40 ,5754.0 ,4.50 ,1.02 ,0.99 ,
HIP 98714 ,-0.22 ,-2.08 ,-0.16 ,-0.19 ,-0.28 ,-0.10 ,-0.17 ,-0.20 ,-0.19 ,-0.10 ,-0.13 ,-0.26 ,-0.27 ,-0.34 ,-0.14 ,-0.25 ,-0.21 ,300.7532194 ,28.3068575 ,28.399 ,-47.728 ,29.912 ,63.08 ,thin ,G5IV ,7.30 ,0.793 ,-20.10 ,-47.50 ,-35.70 ,5381.0 ,3.86 ,1.42 ,2.59 ,
HIP 410 ,-0.06 ,-2.99 ,-0.31 ,-0.07 ,0.08 ,0.03 ,0.13 ,0.07 ,0.01 ,-0.02 ,-0.04 ,-0.11 ,-0.03 ,-0.17 ,-0.02 ,-0.07 ,-0.07 ,1.2549337 ,27.6747908 ,115.764 ,2.536 ,60.727 ,130.75 ,thin ,G8II ,6.46 ,0.946 ,-58.40 ,-22.90 ,-23.00 ,4947.0 ,,,11.61 ,
2MASS 16264610+5102280 ,0.09 ,,0.08 ,0.07 ,-0.09 ,0.05 ,0.01 ,0.07 ,0.10 ,,0.07 ,0.07 ,0.08 ,-0.04 ,,0.08 ,0.17 ,246.6920779 ,51.0410815 ,-143.031 ,-331.988 ,447.056 ,574.92 ,N/A ,,,,,,,5903.3 ,4.29 ,1.19 ,1.34 ,
HIP 413 ,-0.08 ,-0.63 ,-0.07 ,-0.05 ,-0.13 ,0.08 ,-0.17 ,-0.07 ,-0.05 ,0.01 ,-0.06 ,-0.13 ,-0.09 ,-0.26 ,-0.09 ,-0.12 ,0.02 ,1.2609737 ,-36.0151198 ,41.152 ,0.906 ,-29.923 ,50.89 ,thin ,G0V ,7.74 ,0.537 ,-50.10 ,-9.80 ,-15.90 ,6198.0 ,4.39 ,1.18 ,1.15 ,
HIP 65951 ,0.25 ,-3.20 ,-0.08 ,-0.14 ,0.58 ,0.50 ,0.54 ,0.48 ,0.31 ,0.20 ,0.22 ,0.31 ,0.35 ,0.23 ,0.31 ,0.35 ,0.16 ,202.8156931 ,42.1061535 ,-53.058 ,-22.321 ,52.023 ,77.59 ,thin ,K2III ,6.06 ,1.075 ,-34.40 ,-20.50 ,-18.10 ,4661.0 ,2.29 ,,7.11 ,
HIP 417 ,0.18 ,-2.90 ,-0.06 ,-0.04 ,0.39 ,0.35 ,0.44 ,0.44 ,0.29 ,0.16 ,0.17 ,0.20 ,0.24 ,0.15 ,0.21 ,0.29 ,0.06 ,1.2659281 ,-0.5030357 ,145.309 ,3.211 ,-1.276 ,145.35 ,thin ,K0III ,6.30 ,1.099 ,-10.10 ,-32.60 ,-34.50 ,4690.0 ,1.80 ,,12.40 ,
HIP 419 ,-0.39 ,,-0.05 ,,-0.31 ,,-0.41 ,-0.27 ,-0.33 ,,0.00 ,,,,,-0.37 ,,1.2784987 ,-42.5678735 ,133.823 ,2.987 ,-122.949 ,181.75 ,N/A ,G8/K0V ,8.97 ,0.860 ,,,,5490.3 ,,,3.91 ,
HIP 420 ,0.02 ,,0.01 ,-0.13 ,-0.09 ,-0.03 ,,0.03 ,-0.02 ,,-0.03 ,-0.11 ,0.02 ,,-0.06 ,0.02 ,,1.2812296 ,-52.1517389 ,25.910 ,0.579 ,-33.353 ,42.24 ,thin ,G0V ,7.52 ,0.577 ,39.90 ,-21.70 ,-16.10 ,6203.0 ,4.45 ,1.16 ,1.07 ,
HIP 98723 ,-0.02 ,,-0.07 ,,0.20 ,0.05 ,0.24 ,0.03 ,0.02 ,0.56 ,0.32 ,0.59 ,0.00 ,-0.25 ,0.17 ,0.01 ,,300.7719465 ,-6.2880179 ,19.762 ,-33.188 ,-4.256 ,38.86 ,N/A ,K2/3V ,9.59 ,1.040 ,,,,4637.4 ,4.56 ,0.76 ,0.76 ,
HIP 65963 ,-0.04 ,,,,-0.16 ,0.07 ,-0.07 ,-0.11 ,-0.11 ,-0.11 ,-0.02 ,-0.05 ,-0.13 ,-0.32 ,-0.03 ,-0.14 ,,202.8695367 ,-8.0073381 ,-46.837 ,-19.755 ,-7.151 ,51.33 ,N/A ,G6V ,8.85 ,0.721 ,,,,3845.0 ,4.50 ,0.96 ,0.91 ,
HIP 98731 ,-0.19 ,,,,-0.36 ,0.07 ,-0.21 ,0.00 ,-0.26 ,-0.02 ,-0.12 ,-0.17 ,-0.32 ,-0.43 ,-0.15 ,-0.17 ,,300.8036900 ,50.3090376 ,108.885 ,-182.629 ,256.190 ,332.93 ,thin ,K5 ,7.18 ,1.427 ,-60.70 ,-47.60 ,-17.90 ,4197.0 ,,,30.17 ,
2MASS 19261895+4431541 ,-0.09 ,,-0.11 ,-0.05 ,-0.26 ,-0.12 ,-0.33 ,-0.11 ,-0.04 ,,-0.11 ,-0.06 ,-0.11 ,-0.38 ,,-0.11 ,-0.13 ,291.5789569 ,44.5317183 ,218.909 ,-553.494 ,585.561 ,834.96 ,N/A ,,,,,,,5840.0 ,4.07 ,1.06 ,1.47 ,
2MASS 19050356+4213186 ,-0.33 ,,-0.23 ,,0.43 ,-0.07 ,,0.07 ,0.04 ,,,,,0.44 ,,-0.23 ,,286.2648510 ,42.2218562 ,72.671 ,-249.081 ,235.450 ,350.37 ,N/A ,,10.27 ,,,,,7200.0 ,3.90 ,1.61 ,1.77 ,
HIP 65971 ,-0.24 ,,,-0.06 ,-0.25 ,-0.30 ,-0.28 ,-0.18 ,-0.08 ,0.00 ,-0.14 ,-0.23 ,-0.16 ,-0.46 ,-0.20 ,-0.28 ,0.14 ,202.8905500 ,58.9528617 ,-22.370 ,-9.445 ,40.338 ,47.08 ,thin ,G2V ,8.09 ,0.585 ,-11.60 ,-5.80 ,-2.50 ,5957.0 ,4.48 ,1.05 ,1.04 ,
