HIP,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_x,f_y,f_z,f_disk
62240,-0.33,-2.03,,-0.09,-0.69,-0.5,-0.67,-0.44,-0.78,,-0.75,-0.88,,-1.28,-0.61,-0.75,,-89.853,-18.031,6.987,thick 
95015,0.4,,0.44,0.28,0.36,0.42,0.35,0.39,0.44,,0.39,0.37,0.33,0.24,,0.4,0.2,16.267,-44.693,-7.809,thick 
62268,0.08,-3.28,,,0.29,0.22,0.23,0.21,0.12,0.47,0.19,0.37,0.12,0.14,0.28,0.12,,-18.207,-3.674,-33.483,thin 
95038,-0.79,,-0.43,-0.24,-0.74,-0.41,-0.61,-0.63,-0.66,-0.46,-0.62,-0.66,-0.72,-1.12,-0.55,-0.74,,46.321,-126.804,213.097,thin 
95056,-0.29,,,,,-0.14,-0.38,-0.2,-0.08,,-0.37,-0.4,-0.09,,,-0.35,-0.19,66.889,-182.656,162.794,N/A 
29525,0.01,-1.48,-0.02,-0.04,-0.12,0.04,-0.03,-0.06,0.06,0.09,0.0,-0.04,0.02,-0.11,0.06,-0.08,0.09,-1.051,18.221,3.425,thin 
95062,-0.64,,,,-0.59,-0.37,-0.43,-0.53,-0.37,-0.22,-0.4,-0.47,-0.47,-0.84,-0.31,-0.49,,76.727,-209.313,268.908,thin 
95074,-0.73,,,,-0.82,-0.53,-0.6,-0.52,-0.64,-0.53,-0.55,-0.49,-0.54,-0.99,-0.53,-0.63,,104.284,-284.144,353.886,N/A 
62307,-0.49,-2.27,-0.14,0.12,-0.34,-0.15,-0.35,-0.16,-0.28,,-0.25,-0.5,,-0.89,-0.3,-0.43,,-94.899,-19.324,4.386,thin 
29550,0.4,,0.44,0.41,0.63,0.52,0.47,0.43,0.37,0.53,0.45,0.57,0.45,0.44,0.56,0.5,0.58,-3.206,53.98,-31.091,thin 
62325,0.08,,,-0.13,-0.05,0.1,0.13,0.15,0.08,,0.05,-0.06,-0.06,,-0.01,0.01,,-42.042,-8.625,7.213,thick 
95093,-0.1,,-0.14,-0.17,-0.06,-0.02,-0.11,-0.05,-0.03,0.07,-0.06,0.02,-0.01,-0.21,-0.04,-0.06,-0.2,25.613,-69.64,229.755,thin 
95098,-0.08,,-0.01,0.12,-0.17,0.01,-0.31,-0.12,-0.02,,-0.1,-0.23,-0.12,-0.32,,-0.16,0.07,43.686,-118.736,122.841,N/A 
29568,0.04,-0.99,0.04,-0.06,-0.1,0.02,-0.01,0.01,0.06,0.06,0.03,-0.01,0.02,-0.15,-0.05,-0.07,0.05,-0.913,15.196,-6.734,thin 
95106,-0.13,,,-0.3,-0.35,-0.21,-0.32,-0.24,-0.14,-0.07,-0.18,-0.19,-0.16,-0.28,-0.06,-0.2,-0.1,14.395,-39.076,-27.098,thin 
29573,0.08,,,,0.41,0.22,0.46,0.25,0.14,0.45,0.37,0.48,0.24,0.17,0.32,0.23,0.09,-3.781,62.364,3.065,thin 
29575,-0.04,-2.82,-0.3,-0.12,0.02,0.11,0.05,0.01,0.0,-0.09,-0.08,-0.18,-0.06,-0.12,-0.03,-0.1,-0.08,-6.031,99.287,-6.505,thin 
62345,0.28,-2.43,0.3,0.17,0.37,0.3,0.3,0.27,0.26,0.39,0.3,0.26,0.28,0.28,0.4,0.34,0.24,-29.886,-6.15,-6.381,thin 
62349,0.0,,-0.04,0.08,-0.07,-0.05,-0.14,-0.04,0.04,,0.02,-0.02,-0.01,-0.23,,-0.04,0.04,-38.904,-8.011,17.805,thin 
62350,0.29,,,,0.43,0.42,0.3,0.24,0.31,0.5,0.3,0.27,0.33,0.24,0.4,0.31,0.45,-62.354,-12.848,12.812,thin 
62356,-0.13,-3.91,-0.2,-0.2,0.19,0.12,0.29,0.17,0.04,-0.11,-0.03,0.08,0.06,-0.15,0.05,0.0,-0.13,-88.43,-18.251,26.88,thin 
95124,0.26,,0.13,0.07,0.34,0.1,0.32,0.35,0.24,0.29,0.31,0.33,0.23,0.46,0.31,0.3,0.43,37.982,-102.857,-47.948,thin 
95143,-0.62,,-0.54,-0.29,-0.54,-0.46,-0.59,-0.5,-0.36,-0.37,-0.49,-0.48,-0.53,-0.86,-0.47,-0.51,,49.399,-133.145,225.225,thin 
95149,0.04,-0.33,0.05,0.08,-0.1,0.18,-0.06,0.03,0.08,0.18,0.07,-0.16,0.08,-0.04,-0.01,0.01,0.24,5.67,-15.267,-11.396,thin 
62388,-0.23,,,,,-0.07,-0.29,-0.17,-0.16,,-0.35,-0.57,-0.37,,,-0.3,-0.31,-137.095,-28.626,39.081,thin 
95164,0.07,-0.58,0.13,0.03,0.05,0.1,0.01,0.04,0.11,0.18,0.09,0.04,0.02,-0.08,0.06,0.05,,14.46,-38.853,-23.556,thin 
62405,0.11,,,,0.27,0.2,0.17,0.09,0.19,,0.13,0.06,0.1,,0.13,0.09,,-126.366,-26.475,170.477,thin 
29650,0.09,-1.44,0.06,0.12,0.06,-0.06,-0.03,0.06,0.17,,0.08,0.17,0.12,-0.04,0.17,0.08,0.43,-1.335,20.574,7.162,thin 
95202,0.1,,,,0.18,0.22,0.23,0.05,0.23,0.73,0.25,0.31,0.18,-0.08,0.4,0.06,0.78,29.085,-77.729,-6.88,thin 
95203,0.0,,0.02,,-0.1,0.01,-0.13,0.02,0.04,,-0.03,0.0,-0.02,-0.2,-0.01,0.01,,14.359,-38.373,-23.202,thin 
29673,-0.21,-1.03,-0.11,-0.04,-0.19,-0.07,-0.22,-0.17,-0.12,-0.1,-0.15,-0.27,-0.21,-0.41,-0.18,-0.2,-0.22,-0.672,10.184,-30.865,thin 
95222,-0.04,-3.22,-0.26,-0.11,0.07,0.13,0.22,0.2,0.04,-0.01,-0.06,-0.08,-0.03,-0.1,0.0,-0.02,-0.03,37.024,-98.554,-0.464,thin 
62459,-0.49,,,,,-0.22,-0.43,-0.31,-0.38,,-0.57,-0.8,-0.61,,,-0.5,-0.83,-165.293,-35.139,57.649,thin 
29692,0.13,-3.41,-0.06,-0.03,0.16,0.36,0.24,0.18,0.1,0.16,0.13,0.17,0.18,0.15,0.25,0.16,0.16,-3.958,59.215,-19.831,thin 
29696,-0.28,-3.28,-0.41,-0.26,-0.26,-0.01,0.03,-0.08,-0.12,-0.22,-0.23,-0.32,-0.22,-0.29,-0.14,-0.26,-0.42,-3.035,45.17,25.611,thin 
95235,0.19,-2.36,-0.06,0.09,0.32,0.3,0.34,0.3,0.28,0.18,0.24,0.2,0.25,0.21,0.26,0.23,0.21,33.397,-88.669,62.757,thin 
62471,-0.29,,-0.46,,-0.1,-0.51,-0.11,-0.21,-0.25,,0.06,0.1,-0.05,-0.48,-0.25,-0.35,,-16.602,-3.541,-7.845,thin 
62472,-0.4,,,,-0.17,-0.35,-0.1,-0.55,-0.29,0.3,-0.03,0.05,-0.35,-0.68,-0.24,-0.46,,-16.668,-3.556,-7.877,thin 
62476,-0.2,,,,,-0.02,-0.13,-0.11,-0.23,,-0.28,-0.42,-0.37,,,-0.26,-0.27,-122.78,-26.222,163.342,N/A 
29716,-0.14,,-0.04,0.01,-0.13,-0.02,-0.17,-0.13,0.0,0.12,-0.06,-0.13,-0.12,-0.3,-0.05,-0.15,0.28,-2.464,36.212,-0.324,thin 
95256,0.25,,0.34,0.29,,0.32,,0.26,0.26,,0.37,,,,,0.31,,6.411,-16.959,-41.013,thin 
29722,0.09,,0.03,-0.04,0.05,0.03,-0.06,0.09,0.03,,0.05,0.03,0.03,,-0.05,0.09,,-5.314,77.743,-28.062,thin 
95262,-0.49,,-0.35,-0.09,-0.47,-0.22,-0.35,-0.33,-0.34,-0.3,-0.34,-0.47,-0.51,-0.78,-0.36,-0.49,-0.57,18.063,-47.75,-33.051,thick 
62500,-0.32,-3.36,-0.5,-0.28,-0.3,-0.16,-0.15,-0.21,-0.26,-0.24,-0.28,-0.54,-0.37,-0.56,-0.19,-0.35,-0.42,-81.538,-17.494,-43.592,thin 
95268,-0.22,,-0.12,0.01,-0.11,-0.03,-0.15,-0.03,-0.11,0.02,-0.17,-0.07,-0.1,-0.32,-0.07,-0.08,,40.517,-106.997,163.812,thin 
95270,0.01,0.08,0.02,0.14,0.12,0.17,-0.16,0.15,0.2,0.42,0.26,0.29,0.15,-0.02,0.3,0.14,0.51,9.788,-25.84,-38.793,thin 
62505,0.05,,0.05,0.08,-0.16,-0.13,-0.06,-0.04,0.12,,-0.01,-0.01,-0.04,-0.09,,-0.02,-0.1,-23.995,-5.159,-6.908,thin 
62507,-0.13,-1.42,0.04,0.08,-0.17,-0.02,-0.14,-0.06,-0.09,0.06,-0.14,-0.2,-0.08,-0.5,-0.1,-0.18,,-66.411,-14.288,34.013,thick 
29740,-0.45,,,,-0.08,0.05,-0.06,-0.22,-0.01,,-0.37,,,,,-0.35,,-33.107,479.942,-20.042,N/A 
62512,0.21,,,,-0.37,,,0.24,0.54,,0.4,0.5,0.73,-0.1,0.68,0.45,1.76,-12.666,-2.73,22.735,thin 
62523,0.14,-1.78,0.01,-0.01,0.0,0.15,0.08,0.09,0.15,0.16,0.13,0.07,0.11,0.01,0.14,0.07,0.11,-15.163,-3.277,7.181,thin 
95293,-0.28,-1.97,,,-0.14,-0.24,-0.18,-0.11,-0.16,0.0,-0.24,-0.24,-0.28,-0.4,-0.19,-0.33,0.5,19.077,-50.215,18.891,thin 
95294,-0.33,,0.07,0.28,0.01,-0.05,-0.15,-0.3,-0.33,-0.13,-0.09,0.14,-0.38,-0.34,,-0.45,0.0,10.112,-26.615,-28.273,thin 
62527,0.15,-1.84,,0.11,0.16,0.2,0.12,0.14,0.17,0.43,0.14,0.07,0.13,0.1,0.25,0.16,0.2,-18.409,-3.982,34.515,thin 
29761,0.0,,0.08,0.13,-0.03,0.16,0.14,0.1,0.18,0.26,0.2,0.17,0.13,-0.13,0.29,0.07,-0.09,-0.602,8.581,24.676,thin 
62534,-0.4,,-0.11,-0.02,-0.26,-0.1,-0.1,-0.23,-0.2,-0.18,-0.07,-0.24,-0.37,-0.6,-0.23,-0.35,-0.33,-10.384,-2.248,-26.87,thick 
62536,0.07,,0.05,0.04,0.09,0.14,0.12,0.1,0.11,0.16,0.17,0.11,0.07,-0.03,0.13,0.11,0.04,-34.563,-7.484,7.579,thin 
62542,-0.18,,-0.17,0.03,-0.02,0.03,-0.06,-0.07,0.05,0.16,0.04,0.12,0.07,-0.14,0.03,0.02,,-18.929,-4.103,114.593,N/A 
95314,-0.19,,-0.2,0.01,-0.25,-0.12,-0.22,-0.09,-0.23,0.0,-0.23,-0.1,-0.2,-0.39,-0.11,-0.19,,53.607,-140.543,167.467,thin 
95319,0.14,,0.13,0.07,0.22,0.23,0.23,0.17,0.14,0.24,0.22,0.19,0.2,0.15,0.32,0.22,0.12,4.647,-12.174,8.534,thin 
95320,-0.55,,,,-1.14,-0.59,-0.69,-0.79,-0.78,-0.37,-0.65,-0.8,-0.86,-1.22,-0.65,-0.89,-0.73,53.984,-141.428,394.663,N/A 
95322,0.1,-2.7,-0.26,-0.19,0.36,0.14,0.17,0.19,0.16,0.12,0.1,0.12,0.12,0.22,0.06,0.09,0.12,30.921,-80.957,-119.043,N/A 
29788,0.13,-0.69,0.17,0.09,0.14,0.15,0.09,0.15,0.19,0.19,0.15,0.09,0.13,0.03,0.16,0.17,0.1,-1.312,18.399,-30.96,thin 
29789,0.07,-2.73,-0.23,-0.06,0.27,0.12,0.23,0.19,0.2,0.11,0.08,-0.01,0.11,-0.02,0.13,0.07,0.13,-9.39,131.667,58.688,thin 
29792,0.08,,,-0.16,-0.1,,0.01,0.0,0.05,0.15,0.02,0.11,0.07,-0.07,0.1,0.01,,-0.621,8.69,-59.24,thin 
95333,-1.79,-0.9,-1.58,-1.12,-1.92,-1.42,,-1.48,-1.5,-1.88,-1.56,,-1.93,-2.39,,-1.98,,21.309,-55.72,-59.827,thick 
29804,0.47,,0.43,0.26,,0.44,,0.42,0.4,,0.46,,,,,0.56,,-2.039,28.235,-24.205,N/A 
29807,0.08,-2.81,-0.19,-0.09,0.46,0.28,0.29,0.26,0.26,0.04,0.07,0.13,0.16,0.15,0.1,0.11,0.06,-3.489,48.227,-34.034,thin 
95350,-0.1,,-0.15,,-0.02,-0.07,0.02,-0.08,-0.02,0.12,0.15,0.37,-0.08,-0.25,-0.02,-0.1,,6.926,-18.061,-37.755,thin 
62583,0.14,,0.16,0.16,0.08,0.13,0.06,0.14,0.06,,0.13,0.07,0.11,,0.1,0.15,,-69.132,-15.144,-33.448,thin 
95362,-0.05,,-0.21,-0.22,-0.26,-0.1,-0.19,-0.16,-0.06,-0.09,-0.12,-0.16,-0.11,-0.2,-0.02,-0.11,0.06,14.708,-38.287,40.92,thin 
62596,0.04,,,,-0.2,,,-0.02,,,-0.04,,,,,-0.09,,-75.311,-16.551,5.146,thin 
95370,-0.06,-3.12,-0.11,0.0,-0.06,0.04,0.14,0.06,0.0,0.0,0.01,0.0,-0.04,-0.09,0.01,-0.03,-0.13,30.172,-78.496,62.118,thin 
95373,-0.12,,-0.1,0.0,-0.35,-0.08,-0.19,-0.07,-0.09,0.01,-0.17,-0.11,-0.11,-0.32,-0.09,-0.11,-0.18,41.916,-109.007,212.467,thin 
62606,0.15,,,,0.19,0.12,0.2,0.24,0.24,0.34,0.12,-0.01,0.15,0.1,0.22,0.16,0.24,-92.778,-20.453,53.001,thin 
62607,-0.58,,-0.3,-0.18,-0.53,-0.37,-0.34,-0.43,-0.45,-0.39,-0.34,-0.48,-0.57,-0.84,-0.45,-0.57,-0.56,-31.629,-6.975,0.672,thick 
62608,0.08,,,,0.38,0.33,0.05,0.07,0.2,,0.06,,0.06,,,0.02,,-52.47,-11.572,-165.233,thin 
95375,-0.06,,,,-0.2,-0.03,-0.08,-0.06,0.02,0.15,-0.01,0.05,0.02,-0.2,0.01,0.0,-0.16,29.93,-77.804,146.44,thin 
29843,0.15,,0.14,0.21,0.16,0.1,0.04,0.1,0.15,0.44,0.14,0.04,0.12,-0.02,0.23,0.12,0.34,-2.758,36.983,-15.525,thin 
62614,-0.35,,,,,-0.08,-0.27,-0.22,-0.31,,-0.4,-0.64,-0.38,,,-0.4,-0.45,-152.422,-33.659,77.592,thin 
29860,-0.06,-1.15,0.04,-0.06,-0.06,0.06,-0.05,-0.04,0.0,0.1,0.0,-0.06,-0.02,-0.14,-0.03,-0.04,0.11,-1.447,19.162,1.715,thin 
95415,0.28,,0.25,0.36,0.23,0.29,0.22,0.26,0.22,,0.28,0.25,0.23,,0.28,0.33,,30.039,-77.689,-35.658,N/A 
62651,-0.13,-3.1,-0.34,-0.28,0.1,0.09,0.1,0.19,-0.07,-0.21,-0.17,-0.1,-0.02,-0.25,-0.07,-0.08,-0.35,-85.016,-18.939,-168.33,thin 
62653,-0.06,-2.15,-0.24,-0.09,0.02,0.15,0.09,0.08,0.0,-0.04,-0.04,-0.09,-0.03,-0.17,-0.03,-0.08,-0.05,-102.674,-22.898,44.358,thin 
95428,-0.12,,-0.1,-0.09,-0.25,-0.09,-0.14,-0.09,-0.1,,-0.1,-0.1,-0.12,-0.26,,-0.11,-0.05,10.939,-28.24,12.36,thin 
62661,0.08,-0.96,0.14,0.06,0.16,0.13,0.06,0.09,0.12,0.14,0.12,0.06,0.07,-0.04,0.08,0.1,,-42.454,-9.477,-25.702,thin 
95446,-0.53,-1.14,-0.26,-0.22,-0.52,-0.41,-0.54,-0.4,-0.51,,-0.49,-0.63,,-0.87,-0.52,-0.55,,18.748,-48.249,32.096,thin 
95447,0.42,-2.38,0.44,0.26,0.5,0.49,0.5,0.42,0.38,0.46,0.42,0.36,0.4,0.39,0.51,0.48,0.43,5.287,-13.601,3.087,thin 
95467,0.42,-2.52,0.44,0.34,0.63,0.4,0.55,0.5,0.36,0.91,0.47,0.92,0.36,0.37,0.73,0.49,0.43,3.915,-10.048,-24.764,thin 
95481,0.06,,0.01,,-0.06,0.03,,0.09,0.05,,0.05,0.01,0.05,,-0.06,0.04,,23.566,-60.358,-13.199,thin 
29949,-0.03,-2.95,0.04,0.11,0.24,0.33,0.44,0.34,0.16,0.15,0.21,0.23,0.19,0.03,0.22,0.2,0.08,-6.415,80.255,84.428,thin 
29957,-0.23,,,,-0.27,-0.2,-0.3,-0.2,-0.21,0.05,-0.02,-0.15,-0.2,-0.3,-0.07,-0.13,-0.2,-1.779,22.154,72.471,N/A 
95498,-0.03,-2.93,-0.25,-0.05,0.01,0.02,0.07,0.08,0.01,-0.06,-0.06,-0.2,-0.02,-0.15,0.02,-0.06,-0.01,26.788,-68.463,26.466,thin 
29962,-0.19,,-0.13,,0.19,0.17,,-0.07,0.26,,0.02,,-0.06,,0.15,0.08,,-10.426,129.302,150.209,thin 
95501,0.02,,0.46,0.4,0.09,0.06,0.18,-0.07,0.19,0.43,0.14,0.46,-0.1,0.04,0.46,-0.04,0.12,5.594,-14.292,0.835,thin 
62743,-0.15,-3.05,-0.25,-0.16,-0.08,0.0,0.07,0.06,-0.09,-0.1,-0.14,-0.22,-0.12,-0.24,-0.09,-0.14,-0.19,-132.189,-30.143,-24.733,thin 
62747,-1.31,-2.4,-1.17,-0.68,-1.33,-0.87,-1.16,-0.97,-0.98,-1.36,-1.12,-1.52,-1.47,-1.75,-1.29,-1.44,-1.42,-185.284,-42.282,-45.595,thick 
29982,0.07,-1.9,-0.25,0.02,0.05,0.08,0.12,0.06,0.15,0.13,0.13,0.08,0.12,-0.02,0.11,0.05,0.27,-7.128,87.296,13.946,thin 
95524,-1.01,,-0.85,-0.53,-1.1,-0.57,-0.88,-0.7,-0.94,-0.66,-0.77,-0.95,-1.05,-1.4,-0.74,-0.94,,110.125,-280.191,369.812,N/A 
29991,-0.15,-0.78,,,-0.24,-0.04,-0.25,-0.13,-0.08,0.47,-0.08,-0.08,-0.14,-0.32,0.04,-0.19,0.07,-5.897,71.699,8.484,thin 
29992,-1.5,,,-1.15,-1.61,-1.31,,-1.19,-1.32,,-1.4,-1.73,-1.98,,,-1.71,,-23.633,287.324,-76.415,thick 
62763,-0.08,-0.64,0.07,,0.11,,,0.44,0.28,0.42,0.61,0.43,0.62,-0.06,0.91,0.62,0.75,-72.752,-16.696,38.924,thin 
62769,0.27,,0.23,0.12,0.2,0.16,0.16,0.16,0.22,,0.17,0.16,0.2,0.17,,0.28,0.24,-77.555,-17.819,27.756,thin 
95545,-0.27,,-0.34,-0.14,-0.24,-0.13,-0.29,-0.16,-0.13,-0.12,-0.28,-0.21,-0.26,-0.53,-0.28,-0.3,,97.905,-248.355,379.648,thin 
30023,0.08,,0.05,0.08,-0.05,0.03,-0.06,0.04,0.09,,0.06,0.08,0.08,-0.1,,0.02,0.1,-1.84,22.054,24.062,thin 
62800,0.16,,,,0.33,0.28,0.25,0.19,0.19,0.43,0.17,0.08,0.18,0.13,0.3,0.21,0.24,-55.112,-12.755,-28.157,thin 
95568,0.07,-0.83,0.09,0.09,0.0,0.05,-0.03,0.04,0.06,,0.04,0.01,0.04,-0.01,,0.06,0.1,18.896,-47.745,63.38,thin 
30034,0.01,0.07,-0.11,-0.01,0.07,0.35,0.09,0.24,0.11,0.14,0.07,0.02,0.21,-0.05,0.06,0.14,0.35,-2.221,26.431,-42.538,thin 
95572,0.15,-0.37,0.28,0.4,0.2,0.1,-0.06,0.05,0.2,0.36,0.12,0.1,0.14,-0.04,0.24,0.1,0.08,20.378,-51.468,12.804,thin 
30037,0.05,-2.54,0.04,0.0,-0.04,0.08,-0.01,0.0,0.04,0.1,0.04,-0.01,0.06,0.04,0.11,0.06,0.13,-2.071,24.6,-63.75,N/A 
95576,-0.64,,-0.09,0.06,-0.5,-0.17,-0.23,-0.18,-0.19,-0.06,-0.24,-0.22,-0.33,-0.54,-0.18,-0.25,-0.48,37.754,-95.304,197.4,thin 
62809,-0.67,,-0.44,-0.24,-0.63,-0.37,-0.47,-0.5,-0.49,-0.43,-0.42,-0.62,-0.7,-0.95,-0.47,-0.68,-0.73,-26.565,-6.157,-41.315,thick 
62816,0.14,-1.12,-0.05,-0.06,,,,-0.17,,,-0.1,0.0,,,0.11,0.23,,-35.591,-8.267,38.88,thin 
95586,0.12,-1.53,0.24,0.35,0.2,,0.16,0.18,0.16,,0.13,,0.03,-0.18,0.28,0.09,0.06,21.962,-55.376,12.501,thin 
30057,0.32,-1.3,0.29,0.34,0.32,0.22,0.24,0.27,0.32,0.38,0.27,0.27,0.25,0.2,0.38,0.33,0.32,-5.397,63.029,55.17,thin 
30064,-0.2,,,,-0.12,-0.09,-0.09,-0.09,-0.08,-0.1,-0.06,-0.05,-0.17,-0.31,-0.08,-0.19,,-4.528,52.701,-107.609,N/A 
30067,-0.22,-0.95,-0.08,-0.13,-0.32,-0.15,-0.32,-0.21,-0.2,,-0.2,-0.18,-0.24,-0.47,-0.27,-0.27,-0.24,-2.242,26.053,7.505,thin 
62839,-0.47,,,,-0.47,-0.05,-0.23,-0.23,-0.22,-0.25,-0.23,-0.41,-0.5,-0.76,-0.23,-0.47,-0.05,-28.215,-6.593,66.949,N/A 
95622,0.14,,,,0.21,0.32,0.25,0.18,0.21,0.12,0.16,0.13,0.18,0.11,0.24,0.15,0.06,27.888,-69.935,-1.198,thin 
62857,0.16,,,,0.08,0.15,0.1,0.13,0.12,,0.13,,0.13,,,0.16,0.11,-49.672,-11.702,25.772,thin 
30104,0.16,-1.81,0.21,0.11,0.19,0.22,0.2,0.17,0.21,0.25,0.19,0.16,0.18,0.09,0.21,0.18,0.13,-1.452,16.509,-18.891,thin 
30114,0.07,,0.12,0.16,0.03,0.18,0.12,0.07,0.09,0.11,0.08,0.0,0.06,-0.05,0.06,0.03,0.09,-4.582,51.749,-9.84,thin 
62882,-1.04,-0.84,-0.88,-0.38,-1.1,-0.72,-0.92,-0.73,-0.78,-1.0,-0.93,-1.14,-1.28,-1.61,-1.1,-1.13,,-71.164,-16.839,-24.5,thick 
62886,0.24,-2.11,0.02,0.14,0.39,0.3,0.3,0.27,0.25,0.32,0.33,0.31,0.31,0.36,0.35,0.19,0.28,-78.197,-18.52,31.242,thin 
95655,-0.08,,-0.19,,-0.3,-0.12,-0.25,-0.12,-0.04,,-0.09,-0.09,-0.1,-0.36,-0.17,-0.14,,29.259,-72.955,-38.677,N/A 
95661,0.31,,0.13,0.88,0.44,0.4,,0.33,0.34,,,0.27,,0.3,,0.54,,39.023,-97.137,121.518,N/A 
30129,0.02,-0.48,,,-0.04,0.04,-0.09,-0.06,0.04,0.29,0.17,0.13,0.05,-0.11,0.25,0.04,-0.19,-0.899,10.065,59.468,thin 
62904,0.23,,0.08,0.06,0.09,0.1,0.02,0.1,0.14,,0.19,0.14,0.14,0.06,,0.21,0.17,-40.888,-9.729,14.868,thin 
30142,-0.5,,,,,,,-0.43,,,-0.5,-0.43,,,,-0.44,,-30.023,333.298,160.395,N/A 
62915,0.08,-3.36,-0.06,0.0,0.11,0.24,0.2,0.18,0.09,0.13,0.12,0.09,0.1,0.14,0.23,0.13,0.1,-98.766,-23.545,-7.5,thin 
95687,-0.16,,-0.38,-0.11,-0.27,-0.04,-0.28,-0.11,-0.15,-0.06,-0.23,-0.14,-0.18,-0.43,-0.19,-0.19,,59.252,-147.1,173.289,N/A 
95693,-0.24,,-0.11,-0.02,-0.22,0.0,-0.2,-0.09,-0.09,-0.04,-0.12,-0.14,-0.2,-0.53,-0.09,-0.19,-0.48,26.48,-65.682,224.304,thick 
30158,0.04,-2.61,0.03,-0.03,-0.02,0.14,0.07,0.02,0.02,0.1,0.03,-0.02,0.05,-0.01,0.09,0.04,0.04,-3.438,37.81,-37.688,thin 
62929,-0.09,,-0.24,-0.16,0.01,0.01,-0.07,-0.05,0.02,0.13,0.0,0.09,0.06,-0.15,0.01,0.01,,-49.884,-11.926,221.027,thin 
95703,-0.08,,-0.13,-0.13,-0.28,-0.13,-0.24,-0.17,-0.05,,-0.12,-0.15,-0.11,-0.29,,-0.1,0.02,24.478,-60.621,60.49,thin 
30170,-0.33,,,,-0.16,-0.05,-0.02,-0.12,-0.15,0.03,0.0,0.0,-0.27,-0.49,-0.09,-0.27,,-2.277,24.905,-129.467,N/A 
62944,0.28,-0.17,0.23,0.07,0.58,0.58,0.38,0.63,0.21,0.26,0.16,0.25,0.36,0.3,0.46,0.42,0.02,-110.975,-26.607,57.596,thin 
62945,-0.49,,,,-0.49,-0.34,-0.49,-0.36,-0.32,-0.28,-0.38,-0.38,-0.46,-0.72,-0.38,-0.41,,-14.59,-3.498,365.342,thin 
30179,0.22,,0.1,0.05,0.1,-0.06,0.07,0.19,0.1,,0.19,0.21,0.22,,0.14,0.26,,-1.176,12.794,-62.66,thin 
95719,-0.15,,-0.27,-0.16,-0.07,-0.12,-0.19,-0.08,-0.05,0.07,-0.1,-0.01,-0.03,-0.3,-0.06,-0.07,,82.262,-203.185,310.511,thin 
95725,0.05,,-0.28,-0.21,0.07,-0.01,0.01,0.06,0.13,0.21,0.06,0.17,0.13,-0.07,0.05,0.1,,61.767,-152.462,176.566,N/A 
62971,-0.23,,,,-0.13,-0.06,-0.14,-0.09,-0.08,0.03,-0.12,-0.04,-0.08,-0.31,-0.06,-0.1,,-21.984,-5.3,172.181,thin 
95740,0.34,-0.99,0.34,0.18,0.36,0.42,0.35,0.3,0.3,0.51,0.31,0.26,0.29,0.32,0.46,0.36,0.33,20.257,-49.882,7.91,thin 
62979,-0.14,,-0.1,,-0.02,-0.05,-0.02,-0.12,-0.07,0.06,0.1,0.29,-0.1,-0.27,-0.03,-0.13,,-48.344,-11.667,-23.757,N/A 
30220,0.07,,0.05,0.0,-0.01,0.06,0.03,0.08,0.06,,0.05,0.1,0.06,-0.05,,0.08,-0.1,-3.857,41.067,12.843,thin 
30225,-0.02,,0.11,0.05,-0.03,-0.04,0.0,-0.04,0.04,0.1,0.09,0.24,0.02,-0.14,0.0,-0.05,0.11,-2.495,26.452,-10.851,thin 
95762,-0.13,,-0.01,-0.05,-0.05,0.07,-0.01,0.09,0.01,0.18,-0.02,0.05,-0.05,-0.16,0.14,0.1,-0.07,85.706,-210.434,389.836,thin 
95764,0.08,,,,,0.16,0.06,0.15,0.14,,0.18,0.2,0.27,,,0.1,-0.22,135.232,-332.03,300.197,N/A 
30232,-0.16,,-0.11,,-0.28,-0.1,-0.13,-0.1,-0.18,,-0.14,-0.16,-0.25,,-0.21,-0.17,,-3.691,39.001,-12.855,thin 
95772,0.05,-1.03,0.06,-0.1,0.02,0.15,0.06,0.06,0.09,0.41,0.11,0.07,0.1,-0.03,0.26,0.06,0.24,15.154,-37.145,7.818,thin 
95776,-0.3,,-0.28,0.0,-0.21,-0.11,-0.23,-0.13,-0.05,0.04,-0.11,-0.02,-0.07,-0.29,-0.11,-0.11,-0.03,30.168,-73.94,194.006,N/A 
63009,0.27,,0.07,,0.21,0.18,0.21,0.26,0.21,,0.25,0.27,0.26,,0.24,0.3,,-37.258,-9.059,-42.678,thin 
30243,0.3,,0.36,0.17,0.44,0.38,0.36,0.32,0.29,0.46,0.32,0.31,0.32,0.34,0.47,0.4,0.27,-4.065,42.756,-0.404,thin 
63023,-0.3,,-0.45,,-0.1,-0.31,-0.05,-0.38,-0.11,0.33,0.07,0.28,-0.22,-0.62,-0.18,-0.28,,-38.253,-9.349,-4.374,thin 
30260,0.07,,0.03,,0.18,0.04,0.04,0.08,0.09,0.09,0.14,0.18,0.08,-0.07,0.04,0.04,,-3.827,39.836,-34.642,thin 
63033,0.34,,0.36,0.32,0.42,0.43,0.44,0.36,0.4,0.4,0.32,0.26,0.33,0.32,0.42,0.33,0.33,-26.1,-6.384,-26.086,thin 
63048,0.02,-2.17,0.01,0.01,0.0,0.19,0.15,0.05,0.09,0.18,0.12,0.0,-0.02,-0.16,0.15,0.01,0.11,-36.858,-9.043,19.981,thin 
