HIP_num,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_x,f_y,f_z,f_disk
2MASS 19061393+3824193 ,-0.04,,-0.1,-0.12,-0.24,-0.09,-0.21,-0.03,0.04,,-0.05,-0.03,-0.03,-0.22,,-0.05,-0.07,189.403,-637.041,526.857,N/A 
HIP 91039 ,-0.2,,-0.33,-0.21,-0.28,-0.18,-0.26,-0.16,-0.1,-0.07,-0.2,-0.14,-0.15,-0.45,-0.15,-0.19,-0.35,11.47,-76.14,242.898,N/A 
HIP 91042 ,-0.24,-3.28,,,,-0.05,-0.15,-0.05,-0.23,,-0.22,-0.45,-0.28,,,-0.19,-0.5,18.345,-121.553,70.237,thin 
2MASS 19472621+4909433 ,0,,-0.07,0.05,-0.21,-0.04,-0.08,-0.03,-0.02,,0.03,0.02,-0.02,-0.14,,-0.02,-0.04,294.854,-582.216,755.056,N/A 
HIP 58289 ,-0.09,,-0.13,,0.12,-0.08,0.03,-0.08,-0.06,0.26,0.14,0.4,-0.08,-0.24,0.03,-0.08,,-38.323,0.458,-4.69,N/A 
HIP 91058 ,-0.43,-0.73,-0.08,-0.18,-0.4,-0.34,-0.49,-0.32,-0.38,-0.23,-0.36,-0.46,-0.49,-0.7,-0.38,-0.46,-0.42,6.098,-40.188,27.848,thin 
HIP 58293 ,-0.18,,,0.47,-0.15,-0.22,-0.12,-0.21,-0.16,,0.04,0.18,-0.09,,-0.13,-0.15,,-23.056,0.275,-11.317,N/A 
2MASS 14474655+0103538 ,-0.25,,-0.17,-0.16,-0.32,-0.21,-0.26,-0.63,-0.21,,-0.22,-0.23,-0.24,-0.44,,-0.22,-0.25,-280.572,-252.132,7.012,N/A 
HIP 25528 ,-0.41,,,0.23,-0.36,-0.03,-0.26,-0.22,-0.19,-0.04,-0.17,,-0.42,-0.64,-0.07,-0.39,-0.48,12.977,91.016,-22.205,thin 
HIP 58298 ,-0.42,,-0.42,-0.15,-0.51,-0.32,-0.5,-0.39,-0.34,,-0.3,-0.51,-0.52,-0.86,-0.41,-0.47,,-70.54,0.829,-29.276,thin 
HIP 58303 ,-0.02,,-0.01,-0.11,-0.12,-0.01,-0.05,-0.02,-0.02,,-0.05,0.03,-0.04,-0.16,,-0.01,-0.07,-29.995,0.343,48.568,thin 
2MASS 19295471+4601222 ,-0.09,,-0.16,-0.02,-0.27,-0.1,-0.32,-0.15,-0.04,,0.01,-0.05,-0.08,-0.41,,-0.12,-0.07,342.493,-827.751,928.377,N/A 
HIP 58306 ,-0.27,,-0.17,0.07,-0.35,-0.19,-0.17,-0.32,-0.17,,-0.09,-0.2,-0.34,-0.49,,-0.2,-0.12,-106.588,1.196,53.757,thick 
HIP 25541 ,0.09,,,,,,0.05,-0.03,,-0.03,0,-0.03,-0.06,,,-0.09,,17.096,120.303,83.437,thin 
HIP 25544 ,0.04,-1.69,0.16,,,,,-0.06,-0.04,,0.05,0.01,-0.01,-0.12,0.01,-0.07,,1.351,9.506,-16.913,thin 
HIP 58314 ,0.09,,-0.1,-0.06,-0.2,-0.01,-0.11,0.02,0.1,,0.02,0.06,0.05,-0.14,,0,0.16,-26.098,0.287,9.491,thin 
HIP 25547 ,-0.22,,-0.2,-0.53,0.04,0.13,-0.04,-0.1,-0.06,,-0.06,-0.59,-0.17,-0.47,-0.34,-0.19,0.5,20.164,142.193,-356.79,thin 
HIP 91085 ,0.22,,0.12,-0.03,0.09,0.12,0.08,0.16,0.21,,0.15,0.19,0.2,0.13,,0.21,0.16,5.968,-39.086,-21.087,thin 
HIP 58318 ,0.16,,0.2,0.02,0.18,0.08,0.01,0.11,0.14,,0.12,0.1,0.09,0,,0.17,0.23,-58.721,0.635,79.518,thin 
HIP 91089 ,-0.16,,,-0.21,-0.33,-0.2,-0.5,-0.19,-0.16,-0.12,-0.19,,-0.21,-0.42,,-0.25,-0.12,9.991,-65.316,-15.784,thin 
2MASS 19484074+5008505 ,0.31,,0.6,0.54,0.58,0.23,0.31,0.31,0.4,,0.22,0.22,0.26,0.26,,0.36,-0.03,116.706,-227.381,306.188,N/A 
2MASS 19200622+4820094 ,0.17,,0.02,0.23,0.03,0.08,-0.04,0.07,0.2,,0.18,0.08,0.18,-0.03,,0.13,0.36,229.233,-628.928,752.27,N/A 
HIP 58327 ,0.4,,,,0.57,-0.01,,0.34,-0.15,-0.38,0.25,0.67,0.46,,0.75,0.76,,-103.521,1.036,32.578,thin 
HIP 91095 ,-0.23,,,-0.15,-0.38,-0.14,-0.22,-0.19,-0.16,-0.02,-0.16,-0.22,-0.29,-0.46,-0.08,-0.27,-0.38,10.284,-66.978,-40.282,thin 
2MASS 19444814+4908244 ,0.2,,0.19,0.18,0.04,0.18,0.12,0.19,0.22,,0.18,0.18,0.19,0.11,,0.22,0.2,214.62,-436.154,561.962,N/A 
HIP 58331 ,-0.18,-2.6,-0.11,-0.08,-0.2,-0.11,-0.2,-0.12,-0.16,-0.08,-0.19,-0.31,-0.22,-0.37,-0.22,-0.25,-0.2,-54.902,0.538,-8.253,thin 
HIP 58333 ,0.06,,0.07,0.03,-0.14,-0.04,-0.18,-0.01,0.04,,-0.03,-0.05,0.01,-0.2,,-0.02,0.09,-70.38,0.685,-10.237,thin 
HIP 91103 ,-0.2,,,,-0.16,-0.03,-0.14,-0.08,-0.09,0.03,-0.12,-0.05,-0.09,-0.32,-0.06,-0.1,,22.324,-145.071,203.582,thin 
HIP 91105 ,0.02,-1.94,-0.23,-0.31,0.15,0.12,0.07,0.09,0.12,0.03,0.05,-0.06,0,0,0.07,-0.03,-0.02,11.911,-77.298,-15.17,thin 
HIP 58345 ,0.15,,,0.48,0.37,0.11,0.2,0.29,0,0.32,0.16,0.11,0.07,0.18,0.35,0.23,-0.2,-9.006,0.081,-4.73,thin 
HIP 58348 ,0.06,,-0.05,,0.2,0.04,0.2,0.05,0.15,0.53,0.31,0.6,0.06,-0.08,0.22,0.07,,-35.347,0.314,-44.439,N/A 
HIP 91117 ,-0.05,-3.73,-0.15,-0.14,0.03,0.1,0.24,0.25,0.01,-0.06,0,0.07,0.08,-0.08,0.09,0.03,-0.07,9.386,-60.617,-8.887,thick 
HIP 25580 ,0.14,,0.03,0.24,-0.01,0.09,-0.04,0.1,0.17,,0.13,0.07,0.16,-0.05,,0.06,0.16,3.951,28.125,18.987,thin 
HIP 91120 ,-0.36,-0.51,-0.14,0,-0.46,-0.27,-0.47,-0.28,-0.24,-0.21,-0.28,-0.37,-0.31,-0.59,-0.24,-0.36,-0.38,5.797,-37.404,33.583,thin 
HIP 91121 ,-0.12,,-0.24,-0.1,-0.21,-0.07,-0.17,-0.13,-0.04,0.06,-0.1,-0.03,-0.05,-0.28,-0.07,-0.12,-0.16,8.192,-52.839,167.284,thin 
HIP 58357 ,-0.44,,,,-0.57,-0.3,,-0.31,-0.42,,-0.27,-0.52,-0.68,,,-0.59,,-103.712,0.904,116.014,thick 
HD 3684 ,0.31,,0.19,0.39,0.17,0.14,0.12,0.22,0.35,,0.29,0.2,0.3,0.09,,0.25,0.45,98.983,17.324,14.342,N/A 
HIP 25606 ,-0.18,-2.78,-0.41,-0.02,0.07,-0.02,,-0.12,-0.05,,-0.04,-0.13,,-0.23,,-0.16,,5.57,39.945,-15.288,thin 
HIP 58374 ,-0.03,,0.1,0.08,-0.01,-0.02,0.09,-0.03,-0.01,0.39,0.25,0.48,0,-0.12,0.12,0,0.03,-24.201,0.191,-10.737,N/A 
HIP 25612 ,-0.45,,-0.53,,-0.19,-0.45,-0.2,-0.5,-0.22,0.32,-0.1,0.13,-0.38,-0.75,-0.36,-0.48,,0.599,4.302,-30.052,N/A 
HIP 91151 ,-0.19,,-0.58,-0.24,-0.48,-0.27,-0.51,-0.41,-0.21,-0.25,-0.42,-0.34,-0.42,-0.64,-0.4,-0.45,-0.54,12.66,-80.47,271.19,N/A 
HIP 25616 ,-0.2,-1.27,-0.13,-0.15,-0.25,-0.11,-0.17,-0.16,-0.11,-0.12,-0.1,-0.27,-0.19,-0.42,-0.21,-0.22,-0.27,4.336,31.198,-13.004,thin 
HIP 25623 ,-0.12,,-0.21,,-0.12,-0.04,0.18,-0.06,-0.07,0.62,0.11,0.46,-0.11,-0.3,0.11,-0.15,-0.66,1.772,12.785,-0.789,thin 
HIP 91163 ,-0.2,,0.01,0.1,-0.13,0.05,-0.04,0.09,-0.03,0.18,0.01,0.1,-0.05,-0.18,0.11,0.08,0.1,10.184,-64.456,205.466,thin 
HIP 58401 ,-0.74,,-0.39,-0.26,-0.64,-0.43,-0.4,-0.53,-0.45,-0.43,-0.29,-0.36,-0.66,-0.91,-0.54,-0.72,-0.54,-24.344,0.163,-21.86,thick 
HIP 91182 ,-0.74,,,,-0.64,-0.48,,-0.58,-0.62,,-0.91,-1.02,-0.56,-0.55,-0.78,-0.64,,35.052,-220.531,-101.464,N/A 
HIP 91187 ,-0.6,-2.02,-0.47,-0.39,-0.57,-0.49,-0.55,-0.56,-0.52,-0.53,-0.49,-0.58,-0.59,-0.8,-0.54,-0.63,-0.62,5.405,-33.977,-6.62,thin 
HIP 25654 ,0.1,,0.2,0.39,0.16,0.19,0.47,0.1,0.1,0.18,0.2,0.29,0.09,0.09,0.21,0.14,,7.507,54.813,-13.325,N/A 
HIP 25662 ,-0.03,,0.26,0.26,-0.11,0.14,-0.14,-0.02,0.2,0.1,0.06,0.13,0.16,-0.05,-0.08,-0.02,0.27,3.917,28.654,6.439,thin 
HIP 25670 ,0.1,-2.11,0.04,0,0.04,0.11,0.05,0.05,0.11,0.13,0.11,0,0.09,0.02,0.09,0.12,0.16,6.349,46.631,-14.775,thin 
HIP 91210 ,-0.21,,-0.06,-0.07,-0.14,0.02,-0.13,-0.04,0.05,0.17,-0.03,0.1,0.07,-0.12,-0.06,0.02,0.08,2.227,-13.909,33.045,thin 
2MASS 18514199+4837350 ,0.12,,0.11,0.06,-0.06,0.05,0.02,0.08,0.09,,0.06,0.05,0.11,0.03,,0.11,0.18,71.458,-311.377,362.706,N/A 
HIP 91213 ,-0.57,,-0.55,-0.07,-0.66,-0.34,-0.54,-0.42,-0.54,-0.31,-0.38,-0.52,-0.61,-0.89,-0.41,-0.59,,51.088,-318.581,309.376,N/A 
HIP 91215 ,-0.03,,,,-0.08,0.17,0.06,-0.01,0.1,0.29,0.04,-0.08,0,-0.19,0.1,-0.04,0.24,10.532,-65.649,-5.321,thin 
HIP 58451 ,0.03,,0.15,0.05,0.12,0.04,0.1,0.04,0.1,0.25,0.13,0.26,0.05,0,0.1,0.04,0.04,-19.093,0.069,-7.083,thin 
HIP 91237 ,-0.06,,0.42,0.16,0.03,-0.15,0.31,-0.07,-0.04,0.28,-0.06,0.25,-0.14,-0.33,0,-0.14,0.04,5.376,-33.33,3.949,thin 
HIP 25709 ,0.16,,-0.16,,-0.08,-0.06,-0.13,0.08,0.13,,0.32,0.22,0.15,,0.05,0.08,,7.9,58.816,-40.809,thin 
BD+04 00701b ,-0.34,,,,-0.39,-0.22,-0.08,-0.05,-0.12,0.33,-0.35,-0.29,-0.24,-0.6,-0.23,-0.27,0.06,77.458,187.474,18.813,N/A 
HIP 91258 ,0.31,-3.28,0.31,0.36,0.3,0.31,0.22,0.24,0.26,0.3,0.32,0.29,0.24,0.22,0.31,0.27,,3.489,-21.488,40.434,N/A 
HIP 25730 ,0.23,-0.17,-0.18,0.06,,0.3,0.39,0.37,0.25,,,,-0.04,,,,,9.209,69.196,38.992,thin 
2MASS 18451858+4735055 ,-0.02,,-0.05,-0.06,-0.17,-0.06,-0.11,-0.03,0,,-0.04,0.02,0.02,-0.17,,-0.03,-0.01,28.445,-142,158.516,N/A 
HIP 91271 ,0.39,,0.42,0.31,0.47,0.34,0.32,0.42,0.25,,0.4,0.37,0.32,,0.46,0.43,,3.139,-19.249,-106.571,thin 
BD+47 2683 ,0.14,-0.49,0.14,0.1,0.04,0.15,-0.01,0.1,0.16,,0.1,0.09,0.12,0.08,,0.12,0.2,12.245,-63.426,71.585,N/A 
HIP 91279 ,-0.01,,-0.27,-0.09,-0.14,0.03,,-0.1,0,,-0.04,-0.14,,-0.2,,-0.12,,15.15,-92.643,27.27,thin 
HIP 91281 ,0.11,,,,0.17,0.16,0.07,0.09,0.15,0.25,0.15,0.11,0.16,0.01,0.23,0.09,0.61,8.673,-53.027,0.892,thin 
HIP 91283 ,0.2,-1.28,0.28,0.23,0.29,0.15,0.12,0.19,0.14,0.28,0.06,0.21,0.17,0.13,0.19,0.27,0.11,9.436,-57.664,26.546,thin 
HIP 58517 ,0.18,,0.25,0.14,0.07,0.12,0.1,0.15,0.16,0.31,0.18,0.05,0.12,0.05,0.24,0.16,0.12,-52.163,-0.013,-55.517,thick 
HIP 91287 ,-0.01,-1.56,-0.02,-0.1,-0.05,0.01,-0.02,-0.02,0.02,0.01,0.02,-0.04,-0.02,-0.14,-0.01,-0.03,0.08,4.394,-26.821,-13.063,thin 
HD 111484A ,0.12,,0.09,0.07,-0.01,0.09,0.02,0.07,0.13,,0.11,0.03,0.13,-0.04,0.03,0.12,0.19,-84.557,-18.584,5.778,N/A 
HIP 91291 ,-0.22,,,,-0.23,-0.03,-0.37,-0.19,-0.11,0.61,-0.14,-0.26,-0.22,-0.39,0.08,-0.27,0.1,11.455,-69.848,9.354,thin 
2MASS 19584914+4426087 ,0.16,,0.13,0.02,0.08,0.16,0.09,0.17,0.18,,0.13,0.18,0.15,0.1,,0.21,0.16,138.905,-243.48,274.849,N/A 
HIP 91300 ,0.34,,,,0.9,0.83,0.59,0.16,0.63,,1.02,0.89,0.59,0.74,0.54,0.79,,24.791,-150.481,7.004,thin 
2MASS 19161013+4252569 ,0.14,,0.06,0,-0.01,0.15,0.13,0.08,0.21,,0.16,0.17,0.12,-0.02,,0.16,0.17,134.381,-389.34,382.508,N/A 
HIP 58558 ,0.04,,0.17,0.08,0.07,0.18,0.16,0.09,0.09,0.15,0.15,0.14,0.07,-0.02,0.15,0.07,0.06,-41.3,-0.082,-3.286,thin 
HIP 91329 ,-0.35,,-0.36,-0.16,-0.27,-0.14,-0.24,-0.24,-0.11,-0.1,-0.21,-0.18,-0.24,-0.54,-0.25,-0.26,,38.035,-229.226,296.829,thin 
HIP 91332 ,0.25,-1.88,0.22,0.1,0.16,0.2,0.14,0.2,0.19,0.4,0.25,0.16,0.15,0.08,0.39,0.22,0.17,10.169,-61.242,-7.993,thin 
HIP 25806 ,0.14,-3.29,-0.03,0.04,0.24,0.29,0.36,0.29,0.23,0.21,0.25,0.37,0.22,0.1,0.22,0.25,0.24,12.659,98.554,41.081,thin 
2MASS 19293027+4752515 ,0.01,,0.07,0.09,-0.14,0,-0.02,-0.01,0.05,,-0.02,-0.02,0.08,-0.18,,-0.02,-0.08,245.128,-595.429,712.157,N/A 
HIP 58576 ,0.3,-2.96,0.32,0.23,0.34,0.28,0.35,0.3,0.23,0.4,0.27,0.24,0.27,0.27,0.46,0.35,0.32,-12.532,-0.041,-2.31,thin 
2MASS 19150050-1614245 ,0.09,,,,-0.05,0.07,-0.09,0.04,0.01,,,,0.16,-0.01,0.14,0.11,,92.748,-273.195,-84.039,N/A 
HIP 91360 ,0.24,,0.44,0.21,0.34,0.16,0.11,0.3,0.28,0.54,0.29,0.07,0.32,,0.38,0.36,0.19,6.285,-37.579,-4.547,thin 
HD 185295 ,-0.06,,,0.02,-0.09,,,-0.14,,,0,,,,,-0.1,,47.778,-104.518,10.069,N/A 
HIP 25840 ,-0.13,-0.81,-0.05,-0.1,-0.1,-0.07,-0.18,-0.11,-0.07,-0.05,-0.08,-0.18,-0.15,-0.32,-0.16,-0.15,,5.094,40.041,-7.176,thin 
2MASS 18463834+4332297 ,-0.22,,-0.25,0.02,-0.2,-0.06,,-0.26,-0.12,,,0.6,-0.3,,,-0.32,,46.038,-223.099,216.488,N/A 
2MASS 18434227+4405165 ,-0.04,,0.02,-0.03,-0.19,-0.03,-0.13,-0.08,0.02,,-0.02,0.02,-0.05,-0.21,,-0.06,-0.31,41.506,-215.01,212.117,N/A 
HIP 91381 ,-0.4,,-0.19,-0.28,-0.52,-0.32,-0.4,-0.37,-0.34,-0.45,-0.31,-0.36,-0.43,-0.61,-0.34,-0.42,-0.4,5.224,-30.991,17.368,thin 
HIP 58619 ,0.05,,0.09,-0.03,-0.14,-0.01,-0.13,-0.01,0.04,,-0.01,0.01,0.02,-0.14,,-0.01,0.1,-11.265,-0.062,58.429,thin 
HIP 25859 ,-0.03,-3.11,-0.31,-0.12,0.24,0.17,0.09,0.17,0.06,-0.13,-0.05,0,0.03,-0.06,-0.03,-0.06,-0.01,8.175,64.737,-46.492,thin 
HIP 25860 ,-0.36,,0.01,0.06,-0.32,-0.07,-0.24,-0.12,-0.18,,-0.12,-0.28,-0.41,-0.7,-0.16,-0.33,,6.47,51.267,14.596,thick 
HIP 91396 ,0,,0.06,0.03,-0.13,0.13,0.03,0.11,0.03,0.16,0.08,0.04,-0.01,-0.14,0.12,0.12,-0.1,11.901,-70.358,143.326,thin 
HIP 91395 ,-0.24,-2.08,,-0.15,-0.26,-0.18,-0.4,-0.28,-0.13,-0.02,-0.22,-0.17,-0.19,-0.4,-0.26,-0.27,-0.35,3.485,-20.608,49.542,thin 
BD+00 316 ,0.48,-0.95,,,0.49,0.24,0.23,0.43,0.32,0.2,0.49,0.38,0.3,0.36,0.42,0.46,,306.502,171.743,4.654,N/A 
HIP 25873 ,0.19,,-0.01,0,-0.08,-0.09,-0.18,-0.02,0.04,,0.08,-0.03,0.02,-0.16,,0.01,0.12,4.335,34.55,7.755,thin 
2MASS 19093170+4927086 ,0.06,,-0.07,0.07,-0.04,-0.04,-0.28,0.03,0.09,,0.07,-0.09,0.04,-0.26,,0.01,0.09,230.349,-735.848,901.277,N/A 
HIP 25878 ,0.27,,0.25,0.09,0.42,0.2,0.14,0.22,0.28,,0.36,0.23,0.43,0.2,,0.46,,0.707,5.644,-0.366,thin 
HIP 25880 ,-0.19,,,,-0.27,-0.01,-0.11,-0.15,-0.11,0.05,-0.18,-0.28,-0.19,-0.36,-0.08,-0.22,0.01,2.817,22.519,31.999,thin 
HIP 25883 ,0,-0.55,0.08,0.12,-0.13,0.16,-0.08,0,0,,-0.06,-0.27,-0.22,-0.25,,-0.05,,3.802,30.477,63.872,thin 
HIP 58654 ,-0.05,-3.08,-0.12,-0.04,0.01,0.12,0.09,0.11,-0.03,-0.03,-0.06,-0.16,-0.06,-0.06,0.06,-0.04,-0.19,-72.108,-0.522,52.472,thin 
HIP 25887 ,-0.1,-2.95,-0.22,-0.17,0.11,0.04,0.1,0.07,0.02,-0.11,-0.04,0.17,0.02,-0.11,-0.06,-0.08,-0.19,14.838,119.125,-123.987,thin 
HIP 58656 ,0.19,,0.2,0.04,0.07,0.14,0.07,0.15,0.16,,0.1,0.13,0.15,0.1,,0.18,0.16,-46.343,-0.34,38.321,thin 
HIP 91438 ,-0.21,-2.1,-0.18,-0.19,-0.3,-0.16,-0.21,-0.21,-0.17,-0.12,-0.16,-0.23,-0.24,-0.38,-0.16,-0.25,-0.18,2.056,-11.998,-4.686,thin 
HIP 25905 ,-0.19,,,-0.17,-0.37,-0.17,-0.23,-0.19,-0.21,-0.12,-0.19,-0.28,-0.19,-0.35,-0.18,-0.23,-0.11,4.951,39.945,0.069,thin 
HIP 91450 ,-0.06,,-0.28,-0.08,-0.12,-0.02,-0.17,-0.09,0.01,0.08,-0.06,0.01,-0.04,-0.24,-0.1,-0.15,0.13,14.457,-83.959,277.957,N/A 
HIP 25918 ,0.2,-3,0.2,0.12,0.62,0.72,0.71,0.32,0.3,0.21,0.38,0.46,0.36,0.49,0.3,0.3,0.07,0.965,7.822,-32.43,thin 
2MASS 19173311+5035493 ,0.07,,-0.05,-0.18,-0.06,0.06,-0.05,-0.04,0.09,,0.05,-0.07,0.08,-0.18,,0.01,0.21,218.201,-620.03,800.132,N/A 
HIP 91469 ,-0.22,,-0.19,-0.12,-0.48,-0.18,-0.42,-0.22,-0.27,-0.22,-0.31,-0.39,-0.48,-0.76,-0.3,-0.38,-0.59,33.424,-192.888,332.711,thin 
HIP 91471 ,-0.22,,,-0.17,-0.4,-0.1,-0.18,-0.15,-0.19,-0.1,-0.15,-0.15,-0.25,-0.51,-0.15,-0.23,-0.17,13.155,-75.908,-59.547,thin 
2MASS 14345111+2510036 ,-1.16,,,,-1.62,-0.99,,-1.11,-1.04,,-0.95,-1.1,-1.27,-1.54,,-1.4,,-134.781,-108.03,81.162,N/A 
HIP 58708 ,-0.34,,,0.17,-0.27,,,-0.26,,,0,,,,,-0.32,,-41.43,-0.449,38.751,thick 
2MASS 19454459+4438296 ,-0.34,,-0.57,-0.42,-0.28,-0.1,0.1,-0.02,-0.56,,0.06,0.26,-0.52,-0.29,,0.17,-0.42,482.621,-970.71,1070.587,N/A 
2MASS 16101770-2459251 ,0.33,,0.3,0.2,0.42,0.33,0.36,0.32,0.31,,0.31,0.33,0.31,0.37,,0.44,0.31,-71.462,-137.71,-72.315,N/A 
HIP 58722 ,-0.12,,-0.07,0.02,-0.31,-0.21,-0.28,-0.14,-0.01,,-0.17,-0.15,-0.11,-0.38,,-0.22,0.04,-51.129,-0.593,-9.674,thin 
2MASS 19234981+4912137 ,-0.17,,-0.34,-0.4,-0.25,-0.17,-0.22,-0.17,-0.15,,-0.14,-0.09,-0.22,-0.28,,-0.17,-0.27,101.987,-266.274,330.379,N/A 
HIP 58725 ,0.35,,0.27,0.16,0.17,0.27,0.26,0.26,0.3,,0.27,0.28,0.27,0.18,,0.36,0.32,-75.907,-0.911,46.538,thin 
2MASS 17370562+2543522 ,-0.06,,-0.03,-0.02,-0.18,-0.06,-0.07,-0.04,-0.03,,-0.06,-0.05,-0.07,-0.19,,-0.06,0,-46.433,-463.025,224.269,N/A 
HIP 25963 ,0.2,-0.37,,,0.27,,,0.16,,,0.21,,,,,0.21,,4.933,40.68,-44.681,thin 
HIP 91507 ,-0.05,-0.38,0.02,0.14,-0.17,-0.04,-0.21,-0.03,0.06,0.1,0.02,0,0.02,-0.2,-0.06,-0.11,0.1,6.229,-35.595,28.226,thin 
HIP 25973 ,0.02,-1.33,0.16,0.13,0.02,0.14,-0.02,0.09,0.08,0.51,0.03,-0.08,0.06,-0.15,0.08,0.03,0.36,2.789,23.186,36.266,thin 
2MASS 19165940-1635271 ,0.07,,,,-0.04,-0.01,-0.02,0.05,0.08,,0.03,0.09,0.09,0,0.08,0.07,,94.926,-271.865,-85.795,N/A 
HIP 58755 ,0.14,,-0.12,0.38,0.12,0.12,0.08,0.11,0.11,,0.17,0.15,0.1,,0.15,0.2,,-72.143,-0.95,-68.077,N/A 
HIP 91523 ,0.03,-2.71,-0.19,0.16,0.14,0.13,0.18,0.1,0.1,0.17,0.12,0.05,0.04,-0.01,0.13,0.04,0.15,25.754,-146.582,19.22,thin 
HIP 25993 ,0.24,-3.14,0.17,0.09,0.61,0.46,0.58,0.46,0.41,0.41,0.36,0.57,0.4,0.36,0.4,0.42,0.37,5.012,42.119,-33.756,thin 
HIP 26013 ,0.06,,-0.03,,0.3,0.06,0.2,0.07,0.14,0.42,0.25,0.55,0.07,-0.08,0.17,0.09,,3.413,28.921,-14.662,N/A 
HIP 58782 ,-0.15,,,,-0.01,-0.03,-0.01,-0.04,-0.04,0.09,0.01,0.08,-0.1,-0.14,0.01,-0.14,,-74.374,-1.094,-107.507,N/A 
2MASS 18595472+4125125 ,-0.09,,-0.21,-0.2,-0.28,-0.13,-0.01,-0.19,-0.02,,-0.06,-0.48,-0.14,-0.38,,-0.22,-0.21,208.127,-777.934,710.467,N/A 
HIP 26030 ,0.13,,0.05,0.14,0.04,0.03,-0.02,0.13,0.08,,0.09,0.04,0.16,,0.01,0.13,,3.191,27.193,-58.776,thin 
2MASS 18461228+4728118 ,0.06,,0.04,-0.01,-0.03,0.07,0.05,0.06,0.07,,0.06,0.12,0.05,-0.09,,0.09,0.03,67.049,-328.057,365.027,N/A 
HIP 58813 ,0.14,-1.08,0.14,-0.08,0.14,0.1,0.1,0.14,0.12,0.16,0.12,0.1,0.12,0.02,0.14,0.16,,-37.768,-0.622,-36.634,thin 
HIP 91582 ,0.14,,0.05,0.01,0.09,0.1,0.08,0.14,0.1,0.2,0.15,0.08,0.14,0.04,0.18,0.18,0.16,6.403,-35.804,-41.21,thin 
2MASS 18575767+4238538 ,-0.04,,-0.04,-0.03,-0.25,-0.11,-0.06,-0.07,0.08,,0.03,0.13,-0.04,-0.28,,-0.15,-0.08,96.106,-371.874,353.788,N/A 
GES J00040666-3709129 ,0.27,,0.16,,0.24,0.22,0.28,0.16,0.17,,0.25,0.27,0.24,0.25,0.33,0.29,,397.115,7.124,-300.968,N/A 
HD 197035 ,-0.3,,-0.29,-0.18,-0.25,-0.18,-0.29,-0.22,-0.18,-0.1,-0.28,-0.18,-0.2,-0.49,-0.23,-0.24,,147.246,-178.121,383.826,N/A 
HIP 91605 ,-0.34,,-0.19,-0.12,-0.4,-0.27,-0.23,-0.28,-0.28,-0.2,-0.21,-0.26,-0.35,-0.54,-0.3,-0.34,-0.36,3.623,-20.078,12.519,thin 
HIP 91606 ,0.11,-2.72,-0.03,0.03,0.28,0.22,0.24,0.24,0.24,0.25,0.19,0.24,0.23,0.11,0.19,0.18,0.12,8.869,-49.12,96.912,thin 
HIP 58843 ,-0.78,-1.97,-0.46,-0.25,-0.78,-0.48,-0.61,-0.52,-0.55,-0.54,-0.48,-0.68,-0.76,-1.16,-0.6,-0.76,-0.58,-71.291,-1.273,4.162,thick 
2MASS 14123753+0403359 ,0.04,-3.19,0.12,0.07,0.03,0.22,0.21,0.12,0.07,0.28,0.19,0.08,0.01,-0.06,0.18,0.09,-0.2,-118.1,-77.154,10.013,N/A 
HIP 26079 ,-0.1,,-0.01,-0.05,-0.04,-0.05,-0.14,-0.06,0.01,0,0.01,-0.1,-0.13,-0.32,-0.14,-0.12,,3.479,30.229,-43.299,thin 
HIP 58849 ,0.3,-2.9,0.18,0.12,0.6,0.58,0.56,0.52,0.31,0.33,0.37,0.47,0.43,0.45,0.6,0.4,0.38,-114.685,-2.093,-47.21,thick 
2MASS 19225452+5036203 ,-0.15,,-0.18,-0.2,-0.36,-0.25,-0.44,-0.17,-0.11,,-0.1,-0.06,-0.15,-0.48,,-0.24,-0.2,106.039,-280.222,364.829,N/A 
HIP 26100 ,-0.45,-1.15,0.01,-0.08,-0.38,-0.31,-0.5,-0.26,-0.38,,-0.45,-0.55,,-0.74,-0.41,-0.46,,6.403,56.199,15.776,thin 
HIP 91638 ,-0.1,,-0.18,,-0.05,-0.17,-0.08,-0.12,-0.05,0.06,0.12,0.36,-0.09,-0.3,-0.06,-0.13,,2.984,-16.389,-33.463,thin 
HIP 58874 ,-0.1,-0.93,,,-0.25,0.01,-0.09,-0.17,0.04,0.1,0.03,-0.05,-0.07,-0.23,-0.05,-0.07,-0.06,-5.89,-0.115,76.344,thin 
HIP 58876 ,0.03,,0.06,0.06,-0.33,-0.07,-0.27,-0.03,0.09,,-0.03,-0.25,0.02,-0.21,,-0.08,0.22,-18.095,-0.36,41.3,thin 
HIP 26109 ,-0.42,,,,-0.45,-0.3,-0.56,-0.4,-0.31,-0.25,-0.24,-0.29,-0.41,-0.58,-0.38,-0.39,-0.4,3.512,30.905,83.909,thin 
HIP 91645 ,-0.04,,,,-0.13,-0.04,-0.02,-0.04,-0.02,0.63,0.02,0.09,0.03,-0.24,0.37,-0.04,0.33,7.484,-41.037,3.326,thin 
HIP 91649 ,-0.05,,,,-0.04,0.13,-0.12,-0.06,0.05,0.32,0.02,-0.06,-0.03,-0.18,0.19,-0.09,0.31,15.396,-84.38,11.908,thin 
